cache_key,status,title,author,isbn,matched_title,matched_author,confidence,source
the diary of a young girl book and mp3 pack|anne frank,found,The Diary of a Young Girl Book and MP3 Pack,"Frank, Anne",9781408294277,Level 4: The Diary of a Young Girl Book and MP3 Pack Anne Frank,"Frank, Anne",0.8643,dnb
night school band 005 und gewissheit wirst du haben|c j daugherty,checked,Night School - Band 005 - und Gewissheit wirst du haben,"Daugherty, C. J.",,,,,not_found
night school band 004 um der hoffnung willen|c j daugherty,checked,Night School - Band 004 - um der Hoffnung Willen,"Daugherty, C. J.",,,,,not_found
sunny valentine band 003 von der flaschenpost im|irmgard kramer,checked,Sunny Valentine - Band 003 - Von der Flaschenpost im,"Kramer, Irmgard",,,,,not_found
sunny valentine band 001 von tropenvogeln und|irmgard kramer,checked,Sunny Valentine - Band 001 - Von Tropenvögeln und,"Kramer, Irmgard",,,,,not_found
sunny valentine band 002 von schaumbadern und|irmgard kramer,checked,Sunny Valentine - Band 002 - Von Schaumbädern und,"Kramer, Irmgard",,,,,not_found
die sterne von marmalon|charlotte link,checked,Die Sterne von Marmalon,"Link, Charlotte",,,,,not_found
erinnerung des herzens|nora roberts,checked,Erinnerung des Herzens,"Roberts, Nora",,,,,not_found
die tranen der maori gottin|sarah lark,found,Die Tränen der Maori-Göttin,"Lark, Sarah",9783963770395,Die Tränen der Maori-Göttin Roman Sarah Lark,"Lark, Sarah",0.8204,dnb
gregs tagebuch band 007 dumm gelaufen|jeff kinney,checked,Gregs Tagebuch - Band 007 -Dumm Gelaufen,"Kinney, Jeff",,,,,not_found
eine himmlische begegnung|guillaume musso,checked,Eine himmlische Begegnung,"Musso, Guillaume",,,,,not_found
das papiermadchen|guillaume musso,checked,Das Papiermädchen,"Musso, Guillaume",,,,,not_found
12 das erste buch der mitternacht band 1|rose snow,checked,12 - Das erste Buch der Mitternacht - Band 1,"Snow, Rose",,,,,not_found
hope der ruf der pferde|sarah lark,found,Hope - Der Ruf der Pferde,"Lark, Sarah",9783414825728,Hope - der Ruf der Pferde Sarah Lark,"Lark, Sarah",0.8553,dnb
sturm|christoph scheuring,checked,Sturm,"Scheuring, Christoph",,,,,not_found
street warriors operation p r o t e u s|peter jay black,checked,Street Warriors - Operation P.R.O.T.E.U.S.,"Black, Peter Jay",,,,,not_found
by your side|beth anne miller,checked,By your side,"Miller, Beth Anne",,,,,not_found
after band 2 truth|anna todd,checked,After - Band 2 - truth,"Todd, Anna",,,,,not_found
after band 3 love|anna todd,checked,After - Band 3 - love,"Todd, Anna",,,,,not_found
after passion band 1|anna todd,checked,After - passion - Band 1,"Todd, Anna",,,,,not_found
after band 4 forever|anna todd,checked,After - Band 4 - forever,"Todd, Anna",,,,,not_found
freerunning|alice gabathuler,checked,Freerunning,"Gabathuler, Alice",,,,,not_found
auf der suche nach dem kolibri|ava dellaira,checked,Auf der Suche nach dem Kolibri,"Dellaira, Ava",,,,,not_found
der knast|tom zai,checked,Der Knast,"Zai, Tom",,,,,not_found
crash|petra ivanov,checked,Crash,"Ivanov, Petra",,,,,not_found
biohacker|severin schwendener,checked,Biohacker,"Schwendener, Severin",,,,,not_found
sex ding|petra ivanov,checked,Sex-Ding,"Ivanov, Petra",,,,,not_found
krawallnacht alina|alice gabathuler,checked,Krawallnacht - Alina,"Gabathuler, Alice",,,,,not_found
krawallnacht kilians geschichte|alice gabathuler,checked,Krawallnacht - Kilians Geschichte,"Gabathuler, Alice",,,,,not_found
voll risiko|alice gabathuler,checked,Voll Risiko,"Gabathuler, Alice",,,,,not_found
fitness junkie|stephan sigg,checked,Fitness-Junkie,"Sigg, Stephan",,,,,not_found
erwischt|katja alves,checked,Erwischt,"Alves, Katja",,,,,not_found
wie du mich siehst|tahereh mafi,checked,Wie du mich siehst,"Mafi, Tahereh",,,,,not_found
two can keep a secret|karen m mcmanus,checked,Two can keep a secret,"McManus, Karen M.",,,,,not_found
gregs tagebuch band 004 ich war s nicht|jeff kinney,checked,Gregs Tagebuch - Band 004 - Ich war’s nicht!,"Kinney, Jeff",,,,,not_found
gregs tagebuch band 003 jetzt reicht s|jeff kinney,checked,Gregs Tagebuch - Band 003 - Jetzt reicht’s!,"Kinney, Jeff",,,,,not_found
tara und tahnee verloren im tal des goldes|patrick hertweck,found,Tara und Tahnee - verloren im Tal des Goldes,"Hertweck, Patrick",9783423719087,Tara und Tahnee - verloren im Tal des Goldes Patrick Hertweck,"Hertweck, Patrick",0.8738,dnb
willa of the wood das geheimnis der walder|robert beatty,found,Willa of the Wood – Das Geheimnis der Wälder,"Beatty, Robert",9783733651954,Willa of the Wood – Das Geheimnis der Wälder Robert Beatty,"Beatty, Robert",0.8929,dnb
die drei band 204 der dunkle wachter|ben nevis,checked,Die drei ??? - Band 204 - Der dunkle Wächter,"Nevis, Ben",,,,,not_found
survival band 001 verloren am amazonas|andreas schluter,checked,Survival - Band 001 - Verloren am Amazonas,"Schlüter, Andreas",,,,,not_found
die olchis und die gully detektive von loch ness|erhard dietl,checked,Die Olchis - und die Gully-Detektive von Loch Ness,"Dietl, Erhard",,,,,not_found
die drei kids band 079 achtung abenteuer|boris pfeiffer,checked,"Die drei ??? Kids - Band 079 - Achtung, Abenteuer!","Pfeiffer, Boris",,,,,not_found
die drei kids band 083 fu ball diebe|boris pfeiffer,checked,Die drei ??? Kids - Band 083 - Fußball-Diebe,"Pfeiffer, Boris",,,,,not_found
die schule der magischen tiere eingeschneit|margit auer,checked,Die Schule der magischen Tiere - Eingeschneit!,"Auer, Margit",,,,,not_found
disney die eiskonigin 2 der roman zum film|the the walt disney company,checked,Disney Die Eiskönigin 2: Der Roman zum Film,"The Walt Disney Company, The",,,,,not_found
gefangen im game die verborgenen portale|dustin brady,checked,Gefangen im Game - Die verborgenen Portale,"Brady, Dustin",,,,,not_found
bibi tina pferdefreundinnen furs leben|matthias von bornstadt,checked,Bibi & Tina - Pferdefreundinnen fürs Leben,"Bornstädt, Matthias von",,,,,not_found
papa moll band 029 und das kochmobil|rolf meier,checked,Papa Moll - Band 029 - und das Kochmobil,"Meier, Rolf",,,,,not_found
papa moll band 007 auf schweizer reise|,checked,Papa Moll - Band 007 - auf Schweizer Reise,,,,,,not_found
papa moll band 008 hat geburtstag|,checked,Papa Moll - Band 008 - hat Geburtstag,,,,,,not_found
globi band 055 bei der rettungsflugwacht|,checked,Globi - Band 055 - bei der Rettungsflugwacht,,,,,,not_found
globi band 083 beim fernsehen|daniel e frick,checked,Globi - Band 083 - beim Fernsehen,"Frick, Daniel E.",,,,,not_found
globi band 090 im spital|robert lips,checked,Globi - Band 090 - im Spital,Robert Lips,,,,,not_found
globine band 004 und die geheimnisvolle burgruine|samuel glattli,checked,Globine - Band 004 - und die geheimnisvolle Burgruine,"Glättli, Samuel",,,,,not_found
globine band 005 und das flussungeheuer|sibylle aeberli,checked,Globine - Band 005 - und das Flussungeheuer,"Aeberli, Sibylle",,,,,not_found
magische geschichten|thilo,found,Magische Geschichten,THiLO,9783473491629,Magische Geschichten von THiLO,THiLO,0.8500,dnb
dreamworks spirit wild und frei neue freunde|dreamworks animation l l c,checked,Dreamworks Spirit Wild und Frei: Neue Freunde,"DreamWorks Animation L.L.C.,",,,,,not_found
im labyrinth der finsternis|fabian lenk,found,Im Labyrinth der Finsternis,"Lenk, Fabian",9783619144808,Im Labyrinth der Finsternis Fabian Lenk,"Lenk, Fabian",0.8636,dnb
dreamworks dragons immer auf der suche|yvette wagner,checked,Dreamworks Dragons - immer auf der Suche,"Wagner, Yvette",,,,,not_found
mutgeschichten|katja reider,checked,Mutgeschichten,"Reider, Katja",,,,,not_found
alarm auf der weltraumstation|annette neubauer,checked,ALARM AUF DER WELTRAUMSTATION,"Neubauer, Annette",,,,,not_found
zeit der schwalben|nikola scott,checked,Zeit der Schwalben,"Scott, Nikola",,,,,not_found
die tochter des uhrmachers|kate morton,found,Die Tochter des Uhrmachers,"Morton, Kate",9783837142587,Die Tochter des Uhrmachers Kate Morton,"Morton, Kate",0.8594,dnb
tage des lichts band 3|ulrike renk,checked,Tage des Lichts - Band 3,"Renk, Ulrike",,,,,not_found
vier durch vier|arne dahl,checked,Vier durch vier,"Dahl, Arne",,,,,not_found
das lied der pferde|ricarda jordan,checked,Das Lied der Pferde,"Jordan, Ricarda",,,,,not_found
schweige still|michael robotham,checked,Schweige still,"Robotham, Michael",,,,,not_found
die wachter|john grisham,checked,Die Wächter,"Grisham, John",,,,,not_found
was sie nicht wusste|nicci french,checked,Was sie nicht wusste,"French, Nicci",,,,,not_found
draussen|volker klupfel,checked,Draussen,"Klüpfel, Volker",,,,,not_found
die patientin|christine brand,checked,Die Patientin,"Brand, Christine",,,,,not_found
die spionin|imogen kealey,checked,Die Spionin,"Kealey, Imogen",,,,,not_found
jahre aus seide band 1|ulrike renk,checked,Jahre aus Seide - Band 1,"Renk, Ulrike",,,,,not_found
zeit aus glas band 2|ulrike renk,checked,Zeit aus Glas - Band 2,"Renk, Ulrike",,,,,not_found
die spiegelreisende band 01 das gedachtnis von|christelle dabos,checked,Die Spiegelreisende - Band 01 - Das Gedächtnis von,"Dabos, Christelle",,,,,not_found
die spiegelreisende band 02 die verschwundenen|christelle dabos,checked,Die Spiegelreisende - Band 02 - Die verschwundenen,"Dabos, Christelle",,,,,not_found
die spiegelreisende band 01 die verlobten des|christelle dabos,checked,Die Spiegelreisende - Band 01 - Die Verlobten des,"Dabos, Christelle",,,,,not_found
todliche sehnsucht|sandra brown,checked,Tödliche Sehnsucht,"Brown, Sandra",,,,,not_found
die fotografin band 3 die welt von morgen|petra durst benning,checked,Die Fotografin - Band 3 - Die Welt von morgen,"Durst-Benning, Petra",,,,,not_found
schwert und krone der junge falke|sabine ebert,found,Schwert und Krone - der junge Falke,"Ebert, Sabine",9783426520178,Schwert und Krone - der junge Falke Roman Sabine Ebert,"Ebert, Sabine",0.8324,dnb
schwert und krone zeit des verrats|sabine ebert,found,Schwert und Krone - Zeit des Verrats,"Ebert, Sabine",9783732452316,Schwert und Krone - Zeit des Verrats Sabine Ebert,"Ebert, Sabine",0.8796,dnb
schwert und krone herz aus stein|sabine ebert,found,Schwert und Krone - Herz aus Stein,"Ebert, Sabine",9783426451557,Schwert und Krone - Herz aus Stein Roman Sabine Ebert,"Ebert, Sabine",0.8283,dnb
ostfriesenholle|klaus peter wolf,checked,Ostfriesenhölle,"Wolf, Klaus-Peter",,,,,not_found
rotkappchens traum|max bentow,found,Rotkäppchens Traum,"Bentow, Max",9783844534801,Rotkäppchens Traum Max Bentow,"Bentow, Max",0.8245,dnb
der schmetterlingsjunge band 7|max bentow,checked,Der Schmetterlingsjunge Band 7,"Bentow, Max",,,,,not_found
eiskalte augenblicke|viveca sten,checked,Eiskalte Augenblicke,"Sten, Viveca",,,,,not_found
todesfrist band 1|andreas gruber,checked,Todesfrist Band 1,"Gruber, Andreas",,,,,not_found
globi band 087 und die verruckte maschine|daniel e frick,checked,Globi - Band 087 - und die verrückte Maschine,"Frick, Daniel E.",,,,,not_found
globi band 074 alpenreise|heiri schmid,checked,Globi - Band 074 - Alpenreise,"Schmid, Heiri",,,,,not_found
globi band 084 der schlaue bauer|jurg lendenmann,checked,Globi - Band 084 - der schlaue Bauer,"Lendenmann, Jürg",,,,,not_found
globi band 079 in der schule|samuel glattli,checked,Globi - Band 079 - in der Schule,"Glättli, Samuel",,,,,not_found
globi band 080 und die pirateninsel|samuel glattli,checked,Globi - Band 080 - und die Pirateninsel,"Glättli, Samuel",,,,,not_found
bretonische spezialitaten|jean luc bannalec,checked,Bretonische Spezialitäten,"Bannalec, Jean-Luc",,,,,not_found
das haus der frauen|laetitia colombani,checked,Das Haus der Frauen,"Colombani, Laetitia",,,,,not_found
klara vergessen|isabelle autissier,checked,Klara vergessen,"Autissier, Isabelle",,,,,not_found
ein halbes herz|sofia lundberg,checked,Ein halbes Herz,"Lundberg, Sofia",,,,,not_found
pandatage|james gould bourn,checked,Pandatage,"Gould-Bourn, James",,,,,not_found
die perlenfarm|liza marklund,checked,Die Perlenfarm,"Marklund, Liza",,,,,not_found
margos tochter|cora stephan,checked,Margos Töchter,"Stephan, Cora",,,,,not_found
wenn du zuruckkehrst|nicholas sparks,checked,Wenn du zurückkehrst,"Sparks, Nicholas",,,,,not_found
ein wort um dich zu retten|guillaume musso,found,"Ein Wort, um dich zu retten","Musso, Guillaume",9783844923766,"Ein Wort, um dich zu retten Guillaume Musso","Musso, Guillaume",0.8235,dnb
der funke des lebens|jodi picoult,checked,Der Funke des Lebens,"Picoult, Jodi",,,,,not_found
der brennende see|john von duffel,checked,Der brennende See,"Düffel, John von",,,,,not_found
das hollanderhaus|ann patchett,checked,Das Holländerhaus,"Patchett, Ann",,,,,not_found
der wassertanzer|ta nehisi coates,checked,Der Wassertänzer,"Coates, Ta-Nehisi",,,,,not_found
die spiegelreisende band 04 im sturm der echos|christelle dabos,checked,Die Spiegelreisende - Band 04 - Im Sturm der Echos,"Dabos, Christelle",,,,,not_found
die drei band 207 kreaturen der nacht|marco sonnleitner,checked,Die drei ??? - Band 207 - Kreaturen der Nacht,"Sonnleitner, Marco",,,,,not_found
auf den spuren des geisterwolfs|christopher ross,found,Auf den Spuren des Geisterwolfs,"Ross, Christopher",9783764170950,Auf den Spuren des Geisterwolfs Christopher Ross,"Ross, Christopher",0.8386,dnb
die detektive vom bhoot basar|deepa anappara,found,Die Detektive vom Bhoot-Basar,"Anappara, Deepa",9783644003590,Die Detektive vom Bhoot-Basar Deepa Anappara,"Anappara, Deepa",0.8459,dnb
charlottes traumpferd band 06 durch dick und dunn|nele neuhaus,checked,Charlottes Traumpferd - Band 06 - Durch dick und dünn,"Neuhaus, Nele",,,,,not_found
penelop und der funkenrote zauber|valija zinck,checked,Penelop und der funkenrote Zauber,"Zinck, Valija",,,,,not_found
schwarzer august|gil ribeiro,checked,Schwarzer August,"Ribeiro, Gil",,,,,not_found
die tribute von panem band 04 das lied von vogel|suzanne collins,checked,Die Tribute von Panem - Band 04 - Das Lied von Vogel,"Collins, Suzanne",,,,,not_found
globi band 091 auf der alp|daniel frick,checked,Globi - Band 091 - auf der Alp,"Frick, Daniel",,,,,not_found
traume aus samt band 4|ulrike renk,checked,Träume aus Samt - Band 4,"Renk, Ulrike",,,,,not_found
schicksalssterne|sarah lark,checked,Schicksalssterne,"Lark, Sarah",,,,,not_found
sommer der wahrheit|nele neuhaus,checked,Sommer der Wahrheit,"Neuhaus, Nele",,,,,not_found
zeiten des sturms|nele neuhaus,checked,Zeiten des Sturms,"Neuhaus, Nele",,,,,not_found
stra e nach nirgendwo|nele neuhaus,checked,Straße nach Nirgendwo,"Neuhaus, Nele",,,,,not_found
bildermaus geschichten aus der schule|maja von vogel,checked,Bildermaus - Geschichten aus der Schule,"Vogel, Maja von",,,,,not_found
hin und nicht weg|lisa keil,found,Hin und nicht weg,"Keil, Lisa",9783104909943,Hin und nicht weg Lisa Keil,"Keil, Lisa",0.8295,dnb
die lilienbraut|teresa simon,checked,Die Lilienbraut,"Simon, Teresa",,,,,not_found
nordlicht die spur des morders|anette hinrichs,found,Nordlicht - Die Spur des Mörders,"Hinrichs, Anette",9783837150070,Nordlicht - Die Spur des Mörders - Anette Hinrichs,"Hinrichs, Anette",0.8421,dnb
walti wird geissbub|karin antilli frick,checked,Wälti wird Geissbub,"Antilli Frick, Karin",,,,,not_found
das manuskript|john grisham,checked,Das Manuskript,"Grisham, John",,,,,not_found
ihr konigreich|jo nesb,found,Ihr Königreich,"Nesbø, Jo",9783844925937,Ihr Königreich Jo Nesbø,"Nesbø, Jo",0.8333,dnb
fraulein gold band 1 schatten und licht|anne stern,found,Fräulein Gold - Band 1 - Schatten und Licht,"Stern, Anne",9783644007796,Fräulein Gold: Schatten und Licht Anne Stern,"Stern, Anne",0.8354,dnb
der garten meiner mutter|anuradha roy,checked,Der Garten meiner Mutter,"Roy, Anuradha",,,,,not_found
die fotografin band 4 die stunde der sehnsucht|petra durst benning,checked,Die Fotografin - Band 4 - Die Stunde der Sehnsucht,"Durst-Benning, Petra",,,,,not_found
helvetia 1949|philipp gurt,checked,Helvetia 1949,"Gurt, Philipp",,,,,not_found
das madchen an der brucke|arnaldur indriason,checked,Das Mädchen an der Brücke,Arnaldur Indriason,,,,,not_found
die nanny|gilly macmillan,checked,Die Nanny,"Macmillan, Gilly",,,,,not_found
die bibliothekarin von auschwitz|antonio g iturbe,checked,Die Bibliothekarin von Auschwitz,"Iturbe, Antonio G.",,,,,not_found
der junge aus dem wald|harlan coben,found,Der Junge aus dem Wald,"Coben, Harlan",9783844539646,Der Junge aus dem Wald Harlan Coben,"Coben, Harlan",0.8289,dnb
just like you|nick hornby,checked,Just Like You,"Hornby, Nick",,,,,not_found
das leben ist ein wilder garten|roland buti,found,Das Leben ist ein wilder Garten,"Buti, Roland",9783552072145,Das Leben ist ein wilder Garten Roman Roland Buti,"Buti, Roland",0.8313,dnb
eine liebe in australien|elizabeth haran,checked,Eine Liebe in Australien,"Haran, Elizabeth",,,,,not_found
das erbe der vogelmenschen|federica de cesco,checked,Das Erbe der Vogelmenschen,"de Cesco, Federica",,,,,not_found
blackcoat rebellion das los der drei|aimee carter,found,Blackcoat Rebellion - Das Los der Drei,"Carter, Aimée",9783748850267,Blackcoat Rebellion - Das Los der Drei Aimée Carter,"Carter, Aimée",0.8853,dnb
die schule der alyxa band 1 der dunkle meister|r l ferguson,checked,Die Schule der Alyxa - Band 1- Der dunkle Meister,"Ferguson, R. L.",,,,,not_found
save us|mona kasten,checked,Save us,"Kasten, Mona",,,,,not_found
spiel um dein schicksal|stella tack,found,Spiel um dein Schicksal,"Tack, Stella",9783473585670,Spiel um dein Schicksal Stella Tack,"Tack, Stella",0.8448,dnb
pretty dead|stefanie hasse,checked,Pretty dead,"Hasse, Stefanie",,,,,not_found
save you|mona kasten,checked,Save you,"Kasten, Mona",,,,,not_found
save me|mona kasten,checked,Save me,"Kasten, Mona",,,,,not_found
cryptos|ursula poznanski,checked,Cryptos,"Poznanski, Ursula",,,,,not_found
die schule der alyxa band 03 der sechste sinn|r l ferguson,checked,Die Schule der Alyxa - Band 03 - Der sechste Sinn,"Ferguson, R. L.",,,,,not_found
mein bruder hei t jessica|john boyne,found,Mein Bruder heißt Jessica,"Boyne, John",9783733603519,Mein Bruder heißt Jessica John Boyne,"Boyne, John",0.8648,dnb
silberdrache das geheimnis der drachenkonigin|jessica khoury,found,Silberdrache - Das Geheimnis der Drachenkönigin,"Khoury, Jessica",9783845840420,Silberdrache - Das Geheimnis der Drachenkönigin Jessica Khoury,"Khoury, Jessica",0.8929,dnb
die traumdiebe|cherie dimaline,checked,Die Traumdiebe,"Dimaline, Cherie",,,,,not_found
die schule der alyxa band 02 morvans erbe|r l ferguson,checked,Die Schule der Alyxa - Band 02 - Morvans Erbe,"Ferguson, R. L.",,,,,not_found
luftschlosser sind schwer zu knacken|antje leser,found,Luftschlösser sind schwer zu knacken,"Leser, Antje",9783734804168,Luftschlösser sind schwer zu knacken Antje Leser,"Leser, Antje",0.8929,dnb
pferdeflusterer academy band 04 verletztes|gina mayer,checked,Pferdeflüsterer Academy - Band 04 - Verletztes,"Mayer, Gina",,,,,not_found
tom gates band 007 schwein gehabt und zwar|liz pichon,checked,Tom Gates - Band 007 - Schwein gehabt (und zwar,"Pichon, Liz",,,,,not_found
tom gates band 009 lauft wohin eigentlich|liz pichon,found,Tom Gates - Band 009 - Läuft! (Wohin eigentlich?),"Pichon, Liz",9783731393207,Tom Gates. Läuft! (Wohin eigentlich?) Liz Pichon,"Pichon, Liz",0.8214,dnb
pferdeflusterer academy band 02 ein geheimes|gina mayer,checked,Pferdeflüsterer Academy - Band 02 - Ein geheimes,"Mayer, Gina",,,,,not_found
rupert prasentiert ein echt wildes abenteuer bd 2|jeff kinney,checked,Rupert präsentiert - Ein echt wildes Abenteuer - Bd 2,"Kinney, Jeff",,,,,not_found
die drei band 087 geheimnisvoller liebestrank|ann katrin heger,checked,Die drei !!! - Band 087 - Geheimnisvoller Liebestrank,"Heger, Ann-Katrin",,,,,not_found
die drei band 084 luftballon kusse|ann katrin heger,checked,Die drei !!! - Band 084 - Luftballon-Küsse,"Heger, Ann-Katrin",,,,,not_found
wilde horde band 003 seelenpferde|katrin tempel,checked,Wilde Horde - Band 003 - Seelenpferde,"Tempel, Katrin",,,,,not_found
die drei betrug baguette und ganz viel paris|henriette wich,found,"Die drei !!! - Betrug, Baguette und ganz viel Paris","Wich, Henriette",9783440165324,"Die drei !!! - Betrug, Baguette und ganz viel Paris Henriette Wich","Wich, Henriette",0.8908,dnb
die drei tatort tee und ganz viel london|kari erlhoff,found,"Die drei !!! - Tatort, Tee und ganz viel London","Erlhoff, Kari",9783440165300,"Die drei !!! - Tatort, Tee und ganz viel London Kari Erlhoff","Erlhoff, Kari",0.8952,dnb
die drei band 063 flammen in der nacht|maja von vogel,checked,Die drei !!! - Band 063 - Flammen in der Nacht,"Vogel, Maja von",,,,,not_found
papa moll band 033 der detektiv|jurg lendenmann,checked,Papa Moll - Band 033 - der Detektiv,"Lendenmann, Jürg",,,,,not_found
papa moll band 025 geht baden|rolf meier,checked,Papa Moll - Band 025 - geht baden,"Meier, Rolf",,,,,not_found
papa moll band 009 macht ferien|edith jonas,checked,Papa Moll - Band 009 - macht Ferien,Edith Jonas,,,,,not_found
papa moll band 024 im verkehrshaus|edith jonas,checked,Papa Moll - Band 024 - im Verkehrshaus,"Jonas, Edith",,,,,not_found
papa moll band 14 reist um die welt|,checked,Papa Moll - Band 14 - reist um die Welt,,,,,,not_found
der geisterkickboarder band 009 wird vermisst|stefan baiker,checked,Der Geisterkickboarder - Band 009 - wird vermisst,"Baiker, Stefan",,,,,not_found
die drei kids bucherhelden ungeheuer in sicht|ulf blanck,checked,Die drei ??? Kids - Bücherhelden - Ungeheuer in Sicht!,"Blanck, Ulf",,,,,not_found
die drei kids bucherhelden alarm die ritter|ulf blanck,checked,"Die drei ??? Kids - Bücherhelden - Alarm, die Ritter","Blanck, Ulf",,,,,not_found
die drei kids band 85 falscher alarm|boris pfeiffer,checked,Die drei ??? Kids - Band 85 - Falscher Alarm,"Pfeiffer, Boris",,,,,not_found
die olchis im land der ritter|erhard dietl,found,Die Olchis im Land der Ritter,"Dietl, Erhard",9783789121210,Die Olchis im Land der Ritter Erhard Dietl,"Dietl, Erhard",0.8627,dnb
ponyhof apfelblute glaub an dich juli|pippa young,checked,"Ponyhof Apfelblüte - Glaub an dich, Juli","Young, Pippa",,,,,not_found
der magische blumenladen eine himmelblaue|gina mayer,checked,Der magische Blumenladen - Eine himmelblaue,"Mayer, Gina",,,,,not_found
der magische blumenladen die verzauberte hochzeit|gina mayer,checked,Der magische Blumenladen - Die verzauberte Hochzeit,"Mayer, Gina",,,,,not_found
der magische blumenladen fabelhafte ferien|gina mayer,checked,Der magische Blumenladen - Fabelhafte Ferien,"Mayer, Gina",,,,,not_found
die schule der magischen tiere endlich ferien band|margit auer,checked,Die Schule der magischen Tiere - Endlich Ferien - Band,"Auer, Margit",,,,,not_found
die fu ball tornados band 3 eine eigene liga|thilo,checked,Die Fußball-Tornados -Band 3 - Eine eigene Liga!,THiLO,,,,,not_found
die fu ball tornados band 2 trainer gesucht|thilo,checked,Die Fußball-Tornados - Band 2 - Trainer gesucht!,THiLO,,,,,not_found
die fu ball tornados band 1 1 0 fur jonas|thilo,checked,Die Fußball-Tornados - BAnd 1 - 1:0 für Jonas,THiLO,,,,,not_found
minecraft 3 unter wasser|nick eliopulos,checked,Minecraft (3) : Unter Wasser,"Eliopulos, Nick",,,,,not_found
minecraft 4 der magier|nick eliopulos,checked,Minecraft (4) : der Magier,"Eliopulos, Nick",,,,,not_found
minecraft das ende|catherynne m valente,checked,Minecraft - Das Ende,"Valente, Catherynne M.",,,,,not_found
bibi tina im land der wei en pferde|stephan gurtler,found,Bibi & Tina - im Land der weißen Pferde,"Gürtler, Stephan",9783959182225,Bibi & Tina - Im Land der weißen Pferde Stephan Gürtler,"Gürtler, Stephan",0.8605,dnb
die eiskonigin olafs beste abenteuer|thilo,checked,Die Eiskönigin; Olafs beste Abenteuer,Thilo,,,,,not_found
disney die eiskonigin vollig unverfroren zauberhafte|thilo,checked,"Disney, Die Eiskönigin, völlig unverfroren - Zauberhafte",THiLO,,,,,not_found
paw patrol neue pfotenmissionen|,checked,Paw Patrol - Neue Pfotenmissionen,,,,,,not_found
die krumpflinge egon und der schulausflug|annette roeder,checked,Die Krumpflinge - Egon und der Schulausflug,"Roeder, Annette",,,,,not_found
winnie und die wunschfee|bettina obrecht,checked,Winnie und die Wunschfee,"Obrecht, Bettina",,,,,not_found
toms geniales meisterwerk band 012 familie freunde|liz pichon,checked,"Toms geniales Meisterwerk - Band 012 - Familie, Freunde","Pichon, Liz",,,,,not_found
tom gates band 017 spektakularer schulausflug|liz pichon,checked,Tom Gates - Band 017 - Spektakulärer Schulausflug,"Pichon, Liz",,,,,not_found
belmonte band 1|antonia riepp,checked,Belmonte - Band 1 -,"Riepp, Antonia",,,,,not_found
schwert und krone preis der macht|sabine ebert,found,Schwert und Krone - Preis der Macht,"Ebert, Sabine",9783426525418,Schwert und Krone - Preis der Macht Roman Sabine Ebert,"Ebert, Sabine",0.8324,dnb
cursed love|tanja voosen,checked,Cursed Love,"Voosen, Tanja",,,,,not_found
phonix|michael peinkofer,checked,Phönix,"Peinkofer, Michael",,,,,not_found
one of us is next|karen m mcmanus,checked,ONE OF US IS NEXT,"McManus, Karen M.",,,,,not_found
verliere mich nicht|laura kneidl,checked,Verliere mich. Nicht.,"Kneidl, Laura",,,,,not_found
gregs tagebuch band 15 halt mal die luft an|jeff kinney,checked,Gregs Tagebuch - Band 15 - Halt mal die Luft an!,"Kinney, Jeff",,,,,not_found
matilda und die sommersonneninsel|martina sahler,checked,Matilda und die Sommersonneninsel,"Sahler, Martina",,,,,not_found
meine teuflisch gute freundin|hortense ullrich,found,Meine teuflisch gute Freundin,"Ullrich, Hortense",9783733607487,Meine teuflisch gute Freundin Hortense Ullrich,"Ullrich, Hortense",0.8300,dnb
zimtkusse|deniz selek,checked,Zimtküsse,"Selek, Deniz",,,,,not_found
bodyguard der anschlag|chris bradford,checked,Bodyguard - der Anschlag,"Bradford, Chris",,,,,not_found
body guard der hinterhalt|chris bradford,checked,Body Guard - Der Hinterhalt,"Bradford, Chris",,,,,not_found
beat it up|stella tack,checked,Beat it up,"Tack, Stella",,,,,not_found
kiss the bodyguard band 02 kiss me twice|stella tack,checked,Kiss the Bodyguard - Band 02 - Kiss me twice,"Tack, Stella",,,,,not_found
die tuchvilla band 1|anne jacobs,checked,Die Tuchvilla - Band 1,"Jacobs, Anne",,,,,not_found
ruckkehr in die tuchvilla band 4|anne jacobs,checked,Rückkehr in die Tuchvilla - Band 4,"Jacobs, Anne",,,,,not_found
die schule der magischen tiere ermittelt band 002|margit auer,checked,Die Schule der magischen Tiere - Ermittelt - Band 002 -,Margit Auer,,,,,not_found
die schule der magischen tiere ermittelt band 001|margit auer,checked,Die Schule der magischen Tiere - Ermittelt - Band 001 -,"Auer, Margit",,,,,not_found
expedition nachtland|herbert osenger,checked,Expedition Nachtland,"Osenger, Herbert",,,,,not_found
tur an tur mit al capone|gennifer choldenko,checked,Tür an Tür mit Al Capone,"Choldenko, Gennifer",,,,,not_found
wie die katze|andreas lohrer,checked,Wie die Katze,"Löhrer, Andreas",,,,,not_found
muttertag|nele neuhaus,checked,Muttertag,"Neuhaus, Nele",,,,,not_found
verbrechen|ferdinand von schirach,checked,Verbrechen,"Schirach, Ferdinand von",,,,,not_found
das lacheln der libellen|patricia koelle,checked,Das Lächeln der Libellen,"Koelle, Patricia",,,,,not_found
das grab in den scharen|viveca sten,checked,Das Grab in den Schären,"Sten, Viveca",,,,,not_found
