title,author
Hexe Pollonia macht das Rennen oder manchmal ist,"Diem, Angelika"
Alles echt wahr! oder rabenstarke Schwindeleien für alle,"Moost, Nele"
Die kleine Hexe geht auf Reisen,"Baeten, Lieve"
Die neugierige kleine Hexe,"Baeten, Lieve"
Die schlaue kleine Hexe,"Baeten, Lieve"
Für mich bist du der Beste!,"Diem, Angelika"
Findus und der Hahn im Korb,"Nordqvist, Sven"
Macht ja nix! Oder das kann jedem mal passieren!,"Moost, Nele"
Kleines Einhorn Funkelstern - Du kannst zaubern –,"Berg, Mila"
Die Rüpelbande,"Scheffler, Axel"
Wo Drachen wachen,"Lloyd, Susannah"
Robin und der Ritter Ich-Ich-Ich,"Krause, Ute"
Bei Wehwehchen aller Art hilft dir Doktor Ziegenbart!,"Bohlmann, Sabine"
Da liegt ein Wal in meinem Bett!,"Glitz, Angelika"
Die kleine Hummel und die Sprache der Blumen,"Seiferling, Dena"
Mein Elefant ist traurig – ein bestärkendes Buch für,"Szymanik, Melinda"
"Du, Mama ... wie weit ist die Welt?","Bohlmann, Sabine"
Zilly und Zingaro - Für immer beste Freunde,"Paul, Korky"
Pettersson und Findus - Ein Feuerwerk für den Fuchs,"Nordqvist, Sven"
Nur wir alle,"Pauli, Lorenz"
Bella Laura,"Hofstetter, Irene"
Laura,"Hofstetter, Irene"
Peppa als Meerjungfrau,"Bergmann-Bennett, Katrin"
Zilly und Zingaro - Die Krabbeltier-Safari,"Paul, Korky"
Das kleine Wildschwein und die Krähen,"Hohler, Franz"
Der Ort der lieben Dinge,"Pauli, Lorenz"
Oskar lernt schwimmen,"Berg, Esther van den"
Kleiner Wolf in weiter Welt,"Bright, Rachel"
Das schönste Ei der Welt,"Heine, Helme"
Hier in den Bergen,"Mitgutsch, Ali"
Das Schweiz Wimmelbuch,
"Nikolaus, wo bleibst du?","Hächler, Bruno"
Die kleine Weihnachtseule,"Kalish, Ellen"
Überfall aufs Samichlaushaus,"Külling, Andrea"
Zilly und Zingaro - Festival der Zauberinnen,"Paul, Korky"
Ein Hoch auf die Freundschaft!,"Shan, Milla"
Der Oktopus haut ab,"Meloy, Maile"
Die Streithörnchen,"Bright, Rachel"
Jessi - die Raubhäsin,"Lüftner, Kai"
Der Purzelsaurus,"Bright, Rachel"
Jimmy Kater - Bestimmer auf dem Bauernhof,"Kaiser, Jan"
Der Brüller oder: Wie dem Löwenkönig das Brüllen,"Semken, Yvonne"
"Tief, tief, tief unten im Meer","Lebrun, Maxime"
Du gehörst nicht [durchgestrichen] dazu!,"Szillat, Antje"
Prinzessin Trülilü auf der Suche nach der Zauberblume,"Kauer, Jacqueline"
Ich bin Nele - Nele geht zum Zahnarzt,"Luhn, Usch"
"Flöckli, das Geisslein","Langenegger, Lilly"
Bläss und Zita,"Langenegger, Lilly"
Im Zoo wird nicht geflunkert!,"Schoenwald, Sophie"
Mein Wimmel-Labyrinth - Wir gehören zusammen!,"Wright, Louise"
OTTO fährt los – Ein Sommer in Italien,"Ottenschläger, Madlen"
Das Glück in dir,"Yamada, Kobi"
Drei Wünsche für den Hasen,"Saunders, Chris"
Heidi,"Alves, Katja"
Das Dings-Dibum-Ding,"Doherty, Kathleen"
Kleines Einhorn Funkelstern - Mit dir werden Wünsche,"Berg, Mila"
"Panther, Panther, sei entspannter","Sabbag, Britta"
"101 Monster und alles, was du über sie wissen musst!","Helm, Alexandra"
"Der Wal, der immer mehr wollte","Bright, Rachel"
Gecko und das Glück des Gebens,"Bright, Rachel"
Kleine Pandas großes Versprechen,"Bright, Rachel"
Warum wir weinen,"Pintadera, Fran"
"Tups, der kleine Triceratops","Bedia, Elizabeth Gilbert"
Wilde Babys,"Bunting, Philip"
Globis magisches Buch,
Wälti wird Silvesterchlaus,"Ferrari, Esther"
Können Pinguine fliegen?,"Daynes, Katie"
Arielle die Meerjungfrau,
Erstes Aufklappen und Verstehen - wie sprechen Tiere?,"Pym, Christine"
"Erstes Aufklappen und Verstehen - wie höre, sehe,","Pym, Christine"
Pettersson und Findus - mein erstes Uhrenbuch,"Nordqvist, Sven"
"Wer zuerst gähnt, hat verloren! - Eine","Schütze, Andrea"
Lieselotte im Regen,"Steffensmeier, Alexander"
Der Blätterdieb,"Hemming, Alice"
Post für dich,"Schoenwald, Sophie"
Traktor Wimmelbuch,"Walther, Max"
"Der Igel, der wissen wollte, wie viele Stacheln er hat","Herzog, Moritz"
Weihnachtsbriefe von Felix,"Langen, Annette"
Zilly und Zingaro; Das Sportfest der Zauberinnen,"Korky, Paul"
"Theo Traktor; Kleine Reifen, große Träume","Engler, Michael"
Der kleine Igel und das besondere,"Butler, M. Christina"
Spuren in Schnee,
Tores Traktorschule,"Andrén, Emelie"
Ein neues Haus für Charlie,"Lecher, Doris"
Der kleine Ritter,"Römer, Daniela"
Zum Gefurztag viel Glück,"Fuchs, Martin"
Der kleine Wal und der schönste Ort der Welt,"Haferkamp, Kai"
Betreten der Baustelle verboten,"Pauli, Lorenz"
Lizzy Langbein,"Lüftner, Kai"
Yuna und die Sache mit dem Mögen,"Mönch, Rebecca"
Mein Weihnachtswunsch für dich,"Morpurgo, Michael"
Die drei Räuber,"Ungerer, Tomi"
Monstersee,"Timmers, Leo"
Bär mag es Bunt!,
Das Krawall-Kehlchen,"Ottenschläger, Madlen"
Hat hier wer gelacht?,"Hegarty, Sean"
Bahn frei für Schnecke!,"Tabor, Corey R."
Der kleine Gärtner,"Steil, Friederike"
Der Regenbogenfisch,"Pfister, Marcus"
Stimmt das?,"Schindler, Anna"
Der wilde Räuber Donnerpups - Freitag der Dreizehnte,Walko
Der wilde Räuber Donnerpups - Die Räuberprüfung,Walko
Am Schwingfest,"Stalder, Vida"
Edda traut sich,"Thielen, Johannes"
GRRRIZZLY,"Le Goff, Hervé"
Otto fährt los - Weihnachten in Finnland,"Reich, Stefanie"
Weck den Weihnachtsmann,"Schwelgin, Anka"
"Wenn du Sorgen hast, rolle einen Schneeball","Kim, Sang-gn"
Das große Buch von Metti Meerschwein,"Ottenschläger, Madlen"
Geh deinen Weg Schildkröte,"Bright, Rachel"
"Ronny, das Pony, (Bd. 2)","Rauers, Wiebke"
Der Maulwurf sucht das Meer,"Kim, Sang-keun"
Mumin und der erste Schnee,"Lawall, Christiane"
Die unglaubliche Geschichte von der Riesenbirne (oder,"Strid, Jakob Martin"
Zilly und Zingaro - die verrückte Nacht,"Paul, Korky"
Barry,"Cratzius, Barbara"
Im Tal der Mammuts,"Groenink, Chuck"
Flapp lernt fliegen,"Fraser, Lu"
Farben-Buch,"Tullet, Hervé"
Mitmach-Buch,"Tullet, Hervé"
Spirou + Fantasio - Band 027 - Nichts als Bohnen,Fournier
Thorgal - Band 004 - Die Greise von Aran,Rosinski - Van Hamme
Cubitus - Band 016 - Die Fälle des Inspektor Cubitus,Dupa
Gaston - Band 019,Franquin
yoko tsuno - Band 019 - Rheingold,"Leloup, Roger"
Thorgal - Band 010 - Das Land Qâ,Rosinski - Van Hamme
Spirou + Fantasio - Band 020 - Zauberei in der Abtei,Fournier
Der kleine Spirou - Band 006 - Das macht doch nichts,Tome u. Janry
Benni Bärenstark - Band 008 - Bennis grosser Auftritt,Peyo
Percy Pickwick - Band 015 - Der McGregor-Clan,Bédu
Thorgal - Band 009 - Das Volk der Pfeile,Rosinski - Van Hamme
Johann und Pfiffikus - Band 012 - Die Nacht der Zauberer,Peyo
Franka - Band 001 - Das Kriminalmuseum,"Kuijpers, Henk"
Spirou + Fantasio - Band 022 - Im Reich der roten,Franquin
Gaston - Band 010,Franquin
Yakari - Band 007 - und der Fremde,Derib u. Job
Thorgal - Band 007 - Der Fall von Brek Zrith,Rosinski - Van Hamme
Thorgal - Band 008 - Die Macht der Träume,Rosinski - Van Hamme
yoko tsuno - Band 011 - Die Zeitspirale,"Leloup, Roger"
Gaston - Band 011,Franquin
Boule & Bill - Band 007 - Zaungäste,"Roba, Verron"
Wie Basel zur Schweiz kam ...,"Pini, E"
Lucky Luke - Band 057 - Der Kaiser von Amerika,Morris
Der kleine Spirou - Band 009 - Das ist nichts für dich,Tome u. Janry
Spirou + Fantasio - Band 037 - Abenteuer in New York,Tome u. Janry
"Im Land, das die Zukunft erfand",Zumstein
Spirou + Fantasio - Band 014 - Im Banne des Z,Franquin
yoko tsuno - Band 023 - Die Pagode der Nebel,"Leloup, Roger"
Rantanplan - Band 010 - Die Schöne und die Bestie,Morris
Yakari - Band 017 - Das Monster im See,Derib u. Job
Thorgal - Band 022 - Im Land der Riesen,Rosinski - Van Hamme
Thorgal - Band 020 - Die Verbannten,Rosinski - Van Hamme
Yakari - Band 009 - und die Elche,Derib u. Job
Yakari - Band 010 - bei den Bären,Derib u. Job
Die Abenteuer von Blake und Mortimer - Band 010 - Der,van Hamme / Benoit
Jonas Fink - Band 003 - Verdachtsmomente,Giardino
Jonas Fink - Band 002 - Lehrjahre,Giardino
Rantanplan - Band 001 - Das Maskottchen,Morris
Thorgal - Band 023 - Der Käfig,Rosinski - Van Hamme
Rantanplan - Band 009 - Die grosse Reise,Morris
Die Abenteuer von Blake und Mortimer - Band 001 - Das,"Jacobs, Edgar P."
Spirou + Fantasio - Band 009 - Goldminen und Gorillas,Franquin
Gaston - Band 006,Franquin
Thorgal - Band 001 - Der Sohn der Sterne,Rosinski - Van Hamme
Der kleine Spirou - Band 009 - Das ist nichts für dich,Tome u. Janry
Spirou + Fantasio - Band 030 - Der Lärmschlucker,Nic
yoko tsuno - Band 007 - Zwischen Leben und Tod,"Leloup, Roger"
Die Abenteuer von Blake und Mortimer - Band 012 -,van Hamme / Benoit
Die Abenteuer von Blake und Mortimer - Band 006 - Die,"Jacobs, Edgar P."
Spirou + Fantasio - Band 039 - Das Tal der Verbannten,Tome u. Janry
yoko tsuno - Band 002 - Die Orgel des Teufels,"Leloup, Roger"
Thorgal - Band 013 - Tödliche Sonne,Rosinski - Van Hamme
Thorgal - Band 012 - Die verbotene Stadt,Rosinski - Van Hamme
Thorgal - Band 011 - Die Augen des Tanatloc,Rosinski - Van Hamme
Franka - Band 002 - Das Meisterwerk,"Kuijpers, Henk"
Percy Pickwick - Band 018 - Die teuflischen Zwerge,Greg
Spirou + Fantasio - Band 034 - Die Ruck-Zuck-,Tome u. Janry
Spirou + Fantasio - Band 029 - Die Büchse der Pandora,Nic
Thorgal - Band 015 - Der Ring des Phaios,Rosinski - Van Hamme
Percy Pickwick - Band 019 - Jade,Rodrigue / Groot De
"Spirou + Fantasio - Band 043 - Mafia, Mädchen und",Tome u. Janry
Franka - Band 003 - Das Geisterschiff,"Kuijpers, Henk"
yoko tsuno - Band 005 - Flug in die Vergangenheit,"Leloup, Roger"
Gaston - Band 015,Franquin
Spirou + Fantasio - Band 042 - Ein Dorf sieht schwarz,Tome u. Janry
Spirou + Fantasio - Band 040 - Abenteuer in Moskau,Tome u. Janry
Jonas Valentin - Band 001 - Der Traum des Wals,"Bom, Frank"
yoko tsuno - Band 012 - Spuk in Schottland,"Leloup, Roger"
Spirou + Fantasio - Band 000 - Am anderen Ende Angst,Franquin
Donald - Band 024,"Barks, Carl"
Yakari - Band 026 - und Langohr,Derib u. Job
Donald - Band 012,"Barks, Carl"
Johann und Pfiffikus - Band 005 - Der Zauber von,Peyo
Spirou + Fantasio - Band 021 - Tora Torapa,Fournier
Die Katze des Rabbiners - Band 001 - Die Bar-Mizwa,"Sfar, Joann"
"Die Katze des Rabbiners - Band 002 - Malka, der Herr der","Sfar, Joann"
Die Katze des Rabbiners - Band 003 - Exodus,"Sfar, Joann"
Lucky Luke - Band 062 - Western Circus,Morris
Yakari - Band 025 - Das Geheimnis der Felswand,Derib u. Job
Percy Pickwick - Band 012 - Der grosse Wilkinson,Turk & de Groot
yoko tsuno - Band 020 - Der Astrologe von Brügge,"Leloup, Roger"
Franka - Band 004 - Die Rache des Frachters,"Kuijpers, Henk"
Thorgal - Band 016 - Lupine,Rosinski - Van Hamme
Yakari - Band 015 - Der Fluss des Vergessens,Derib u. Job
Tim und Struppi - Band 022 - Tim und die Picaros,Hergé
Percy Pickwick - Band 014 - Die Spur der Spinne,Bédu
Spirou + Fantasio - Band 045 - Flut über Paris,"Morvan, Munuera"
Johann und Pfiffikus - Band 001 - Die Schlümpfe und die,Peyo
Thorgal - Band 018 - Das Sonnenschwert,Rosinski - Van Hamme
yoko tsuno - Band 017 - Die Rache der Dämonen,"Leloup, Roger"
Spirou + Fantasio - Band 017 - Schnuller und,Franquin
Lucky Luke - Band 078 - Die Reisschlacht,Morris
yoko tsuno - Band 010 - Der vergessene Planet,"Leloup, Roger"
Thorgal - Band 006 - Jenseits der Schatten,Rosinski - Van Hamme
Thorgal - Band 024 - Arachnea,Rosinski - Van Hamme
Spirou + Fantasio - Band 016 - Qrn ruft Bretzelburg,Franquin
yoko tsuno - Band 014 - Wotans Feuer,"Leloup, Roger"
Thorgal - Band 019 - Die unsichtbare Festung,Rosinski - Van Hamme
Asterix - Band 019 - Der Seher,"Goscinny, Uderzo"
Boule & Bill - Band 029 - So ein Zirkus!,"Roba, Verron"
Johann und Pfiffikus - Band 004 - Der Stein der Weisen,Peyo
"Violetta - Band 001 - Ich sehe was, was du nicht siehst","Tarrin, Fabrice"
Pitt Pistol - Band 001 - Der unglaubliche Korsar,"Goscinny, Uderzo"
Percy Pickwick - Band 006 - Die Reportage,Bédu
Franka - Band 018 - Kidnap,"Kuijpers, Henk"
Boule & Bill - Band 001,Roba
Daniel Düsentrieb - Band 002,"Barks, Carl"
Donald - Band 037,"Barks, Carl"
Benni Bärenstark - Band 001 - Die roten Taxis,Peyo
Percy Pickwick - Band 007 - Sieg über die Angst,Turk & de Groot
Thorgal - Band 027 - Der Barbar,Rosinski - Van Hamme
Cotton Kid - Band 001 - Im Namen von Pinkerton,Pearce
Thorgal - Band 025 - Der blaue Tod,Rosinski - Van Hamme
Gaston - Band 007,Franquin
Johann und Pfiffikus - Band 013 - Die Wüstenrose,Peyo
Boule & Bill - Band 031 - Volle Kanne,"Roba, Verron"
Benni Bärenstark - Band 004 - Abenteuer mit Onkel,Peyo
"Pittje Pit - Band 001 - Hackepeter, der Schrecken der 7","Ryssack, Eddy"
Pittje Pit - Band 002 - Der Schatz der grünen Monster,"Ryssack, Eddy"
Franka - Band 006 - Circus Santekraam,"Kuijpers, Henk"
Asterix - Band 033 - Gallien in Gefahr,"Goscinny, Uderzo"
Jonas Valentin - Band 002 - Die Hüter des Lichts,"Bom, Frank"
Spirou + Fantasio - Band 028 - Die Eiszeitmaschine,Nic
Boule & Bill - Band 030 - Bills Bande,"Roba, Verron"
Tim und Struppi - Band 020 - Die Juwelwn der Sängerin,Hergé
Cotton Kid - Band 002 - Radau am Mississippi,Pearce
Donald - Band 037,"Barks, Carl"
Daisy Duck - Band 002,"Barks, Carl"
Gaston - Band 002,Franquin
Daniel Düsentrieb - Band 002,"Barks, Carl"
Donald - Band 018,"Barks, Carl"
Boule & Bill - Band 028 - Die vier Jahreszeiten,Roba
Tim und Struppi - Band 001 - Tim im Kongo,Hergé
Thorgal - Band 028 - Alte Feindin,Rosinski - Van Hamme
Die Abenteuer der Minimenschen - Band 028 - Die,Seron
Tim und Struppi - Band 016 - Flug 714 nach Sydney,Hergé
Yakari - Band 029 - Der Riese erwacht,Derib u. Job
Thorgal - Band 029 - Das Opfer,Rosinski - Van Hamme
Percy Pickwick - Band 002 - Ein Ende mit Schrecken,Turk & de Groot
Cubitus - Band 019 - Debakel ohne Makel,Dupa
Gaston - Band 005,Franquin
Gaston - Band 013,Franquin
Boule & Bill - Band 002,Roba
Boule & Bill - Band 004,Roba
Boule & Bill - Band 003,Roba
Die Abenteuer der Minimenschen - Band 025 - Renauld,Seron
Violetta - Band 003 - Die Eisenkralle,"Tarrin, Fabrice"
Franka - Band 020 - Die weisse Göttin,"Kuijpers, Henk"
Cubitus - Band 021 - Katzenmusik,Dupa
Lucky Luke - Band 085 - Westwärts,Morris
Percy Pickwick - Band 017 - Der Kuss der Kobra,Bédu
Die Abenteuer von Blake und Mortimer - Band 009 -,"Jacobs, Edgar P."
Yakari - Band 005 - und der Grizzly,Derib u. Job
Yakari - Band 008 - Im Land der Wölfe,Derib u. Job
Yakari - Band 006 - Das Geheimnis des kleinen Donners,Derib u. Job
Yakari - Band 026 - Die Rache des Carcajou,Derib u. Job
"Baby Blues - Band 008 - Oje, es sieht mir ähnlich","Kirkman, Rick"
Baby Blues - Band 002 - Nächte des Grauens,"Kirkman, Rick"
Herr Mäder - Band 1,"Stahlberger, Manuel"
Asterix - Band 010 - als Legionär,"Goscinny, Uderzo"
titeuf - Band 009 - Tanja heiratet,Zep
titeuf - Band 001 - Ganz schön spannend...,Zep
titeuf - Band 005 - Zum Totlachen,Zep
titeuf - Band 004 - Faszinierend,Zep
Franka - Band 019 - Das Schwert von Iskander,"Kuijpers, Henk"
Franka - Band 008 - Im Reich des Donnerdrachens,"Kuijpers, Henk"
Asterix - Band 026 - Die Odysse,"Goscinny, Uderzo"
Asterix - Band 006 - Tour de France,"Goscinny, Uderzo"
Baby Blues - Band 011 - Sie sind sooooo süss,"Kirkman, Rick"
Spirou + Fantasio - Band 050 - Die dunkle Seite des Z,"Vehlmann, Yoann"
Lucky Luke - Band 038 - Jesse James,Morris
titeuf - Band 007 - Fass mich an den Füssen,Zep
titeuf - Band 002 - Gar nicht übel...,Zep
Asterix - Band 000 - Wie Obelix als kleines Kind in den,"Goscinny, Uderzo"
"titeuf - Band 000 - Gott, Sex und Hosenträger",Zep
Der Richter und sein Henker,"Dürrenmatt, Friedrich"
Yakari - Band 003 - bei den Bibern,Derib u. Job
Yakari - Band 036 - Die Echse im Dunkeln,Derib u. Job
titeuf - Band 003 - Wie ungerecht...,Zep
titeuf - Band 006 - Das Wunder des Lebens,Zep
titeuf - Band 008 - Das Gesetz des Schulhof,Zep
Lucky Luke - Band 089 - Lucky Kid,Achdé
Gaston - Band 018,Franquin
Tim und Struppi - Band 002 - Tim in Amerika,Hergé
Tim und Struppi - Band 018 - Kohle an Bord,Hergé
Baby Blues - Band 012 - Die natürliche Unordnung,"Kirkman, Rick"
Baby Blues - Band 013 - Unser Server ist down,"Kirkman, Rick"
Percy Pickwick - Band 013 - Der falsche Lord,Turk & de Groot
Spirou + Fantasio - Band 049 - Angriff der Zyklozonks,"Vehlmann, Yoann"
Thorgal - Band 032 - Die Schlacht von Asgard,Rosinski - Van Hamme
Thorgal - Band 033 - Schwertboot,Rosinski - Van Hamme
Disney - Der König der Löwen,"Disney, Walt"
Disney - 101 Dalmatiner,"Disney, Walt"
Disney - Bambi,"Disney, Walt"
Disney - Aladdin,"Disney, Walt"
Disney - Schneewittchen und die sieben Zwerge,"Disney, Walt"
Disney - Susi und Strolch,"Disney, Walt"
Disney - Cinderella,"Disney, Walt"
Disney - Das Dschungelbuch,"Disney, Walt"
Uli Stein - Das neue Tierleben,"Stein, Uli"
Zits - Trau keinem über 20!,Scott Jerry / Borgman Jim
Yakari - Band 004 - und Nanaboso,Derib
titeuf - Das Buch zum Film,Zep
Tim und Struppi - Band 016 - Schritte auf dem Mond,Hergé
Tim und Struppi - Band 009 - Der geheimnisvolle Stern,Hergé
Asterix - Band 014 - in Spanien,"Goscinny, Uderzo"
Asterix - Band 030 -Obelix auf Kreuzfahrt,"Goscinny, Uderzo"
Der kleine Spirou - Band 016 - Ganz schön aufgeblasen!,Tome u. Janry
Anne Frank - Das Leben von Anne Frank - Eine grafische,Jacobson Sid / Colón Ernie
Beste Bilder 2 - Die Cartoons des Jahres,Lappan
Yakari - Band 002 - und der weisse Bison,Derib u. Job
Benni Bärenstark - Band 012 - Schokolade &,Peyo
Tim und Struppi - Band 011 - Der Schatz Rackhams des,Hergé
"Tim und Struppi - Band 010 - Das Geheimnis der ""Einhorn""",Hergé
Asterix - Band 035 - bei den Pikten,"Conrad, Didier / Ferri, Jean-Yves"
Lucky Luke - Band 035 - Sarah Bernhardt,Morris
Spirou + Fantasio - Band 051 - In den Fängen der Viper,"Vehlmann, Yoann"
Cotton Kid - Band 006 - Der schwarze Kojote,Pearce
Der kleine Spirou - Band 014 - Geschieht Dir ganz recht!,Tome u. Janry
titeuf - Band 012 - Bis zum Wahnsinn,Zep
Spiderman - Band 001 - Die Klonsaga,DeFalco
Superman - Band 001 - Der Mann aus Stahl!,"Mike, Terry"
Die Schlümpfe - Band 031 - in Pilulit,Peyo
Asterix - Band 003 - als Gladiator,"Goscinny, Uderzo"
Lucky Luke - Band 091 - Ein starker Wurf,Achdé
Yakari - Band 001 - und grosser Adler,Derib u. Job
Die Schwarzen Brüder,"Binder, Hannes"
Elender Krieg 1914 - 1919,"Tardi, Jacques"
titeuf - Die besten Gags,Zep
Die Schlümpfe - Band 032 - und der verliebte Zauberer,Peyo
Yakari - Band 038 - und der Mörder des Meeres,Derib u. Job
Lucky Luke - Band 048 - Die Verlobte von Lucky Luke,Morris
Tim und Struppi - Band 013 - Der Sonnentempel,Hergé
Tim und Struppi - Band 023 - Tim und der Haifischsee,Hergé
Asterix - Band 024 - bei den Belgiern,"Goscinny, Uderzo"
Asterix - Band 027 - Der Sohn des Asterix,"Goscinny, Uderzo"
Orphan Train - Band 001 - Jim,"Charlot, Philippe"
Orphan Train - Band 002 - Harvey,"Charlot, Philippe"
Thorgal - Band 034 - Kah-Aniel,Rosinski - Van Hamme
Spirou + Fantasio - Band 052 - Der Page der Sniper Alley,"Vehlmann, Yoann"
Der kleine Spirou - Band 011 - Du wirst nie erwachsen!,Tome u. Janry
Asterix - Band 017 - Die Trabantenstadt,"Goscinny, Uderzo"
"Lucky Luke - Band 093 - Mein Onkel, die Daltons",Achdé
Die Schlümpfe - Band 028 - Schlumpfine greift ein,Peyo
Benni Bärenstark - Band 006 - Lady Alberta,Peyo
Yakari - Band 019 - Der Feuerwall,Derib u. Job
Yakari - Band 037 - Der Sternenesser,Derib u. Job
Orphan Train - Band 003 - Lisa,"Charlot, Philippe"
Der kleine Spirou - Band 007 - Frag doch Deinen Papa,Tome u. Janry
Spirou + Fantasio - Band 003 - reisen um die ganze Welt,Franquin
Tim und Struppi - Band 007 - König Ottokars Zepter,Hergé
Tim und Struppi - Band 003 - Die Zigarren des Pharaos,Hergé
Yakari - Band 011 - bei den Schneeziegen,Derib u. Job
Die Schlümpfe - Band 011 - Die Schlumpf-Olympiade,Peyo
Benni Bärenstark - Band 003 - Bennis zwölf grosse Taten,Peyo
Benni Bärenstark - Band 014 - Auf den Spuren des,Peyo
Jommeke - Band 001 - Der Schildkrötenschatz,"Nys, Jef"
Jommeke - Band 002 - Das Jampuddinggespenst,"Nys, Jef"
Asterix - Band 036 - Der Papyrus des Cäsar,"Conrad, Didier / Ferri, Jean-Yves"
Lucky Luke - Band 015 - Die Postkutsche,Morris
Orphan Train - Band 004 - Joey,"Charlot, Philippe"
titeuf - Band 008 - Das Gesetz des Schulhofs,Zep
titeuf - Band 003 - Wie ungerecht…,Zep
titeuf - Band 010 - Meine besten Kumpels,Zep
titeuf - Band 011 - Der Sinn des Lebens,Zep
Steve Jobs - Das wahnsinnig geniale Leben des iPhone-,"Hartland, Jessie"
Marsupilami - Band 001 - Tumult in Palumbien,Franquin
Marsupilami - Band 000 - Jagd auf das Marsupilami,"Franquin, Batem & Greg"
Asterix - Band 029 - und Maestria,"Goscinny, Uderzo"
Yakari - Band 030 - Der Schlafwandler,Derib u. Job
Pippi Langstrumpf - Der Comic,"Nyman, Ingrid Vang"
Donald - Band 036,"Barks, Carl"
Die Schlümpfe - Band 024 - Schlumpfsalat,Peyo
Tim und Struppi - Band 005 - Der Arumbaya-Fetisch,Hergé
Tim und Struppi - Band 014 - Im Reich des schwarzen,Hergé
Lucky Luke - Band 092 - Ein Menü mit blauen Bohnen,Morris
Lucky Luke - Band 094 - Martha Pfahl,Achdé
Star Wars - Band 013 - Rebellion,"Wilson, Colin"
titeuf - Band 013 - Willkommen in der Pupertät,Zep
Lucky Luke - Band 043 - Der Kopfgeldjäger,Morris
Lucky Luke - Band 063 - Gedächnisschwund,Morris
Marsupilami - Band 004 - Biba,"Franquin, Batem & Colman"
Spirou + Fantasio - Band SPEZ - Spirou und der Roboter -,Franquin
Ein Frühling in Tschernobyl,"Lepage, Emmanuel"
Yakari - Band 028 - Die sprechende Eiche,Derib u. Job
Tim und Struppi - Band 006 - Die schwarze Insel,Hergé
Die Schlümpfe - Band 034 - und der Flaschengeist,Peyo
Die Häschenbande - Band 001 - Peppinos Geburtstag,"Jouannigot, Loïc"
Lucky Luke - Band 081 - Die Gesetzlosen,Morris
Marsupilami - Band 006 - Red Monster,"Batem,"
Marsupilami - Band 002 - Die Robinson-Akademie,"Franquin,"
Die Schlümpfe - Band 001 - Blauschlümpfe und,"Delporte, Yvan"
Lucky Luke - Band 095 - Das gelobte Land,Achdé
Yakari - Band 020 - Der Winterteufel,"Derib,"
Asterix - Band 037 - In Italien,"Ferri, Jean-Yves"
Petzi - Band 009 - als Bauer,"Hansen, Carla"
Petzi - Band 007 - am Nordpol,"Hansen, Carla"
Jommeke - Band 004 - Die Planke von Jan Haring,"Nys, Jef"
Jommeke - Band 003 - Kinderherrschaft,"Nys, Jef"
Die Schlümpfe - Band 035 - und die lila Bohnen,"Jost, Alain"
Die Schlümpfe - Band 012 - Das Schlumpfbaby,"Peyo,"
Marsupilami - Band 010 - Panda in Panik,"Franquin, André"
Disney - Findet Dorie,"Ferrari, Alessandro"
Percy Pickwick - Band 024 - married,"Turk,"
Jommeke - Band 013 - Die weisse Melone,"Nys, Jef"
yoko tsuno - Band 028 - Der Tempel der Unsterblichen,"Leloup, Roger"
Asterix - Band 002 - Und Kleopatra,"Goscinny, René"
Asterix - Band 012 - Bei den Olympischen Spielen,"Goscinny, René"
Marsupilami - Band 009 - Operation Attila,"Batem,"
"Clever & Smart - Band 005 - Hilfe, wir verdursten!","Ibáñez, Francisco"
"Clever & Smart - Band 004 - Auf in den Kampf, Torero!","Ibáñez, Francisco"
Lucky Luke - Band 097 - Ein Cowboy in Paris,
Asterix - Band 038 -Das Geheimnis des Zaubertranks,"Gay, Olivier"
Marsupilami - Band 015 - Der Krater der Kakteen,"Franquin, André"
Die Schlümpfe - Band 037 - und die Traummaschine,"Jost, Alain"
Marsupilami - Band 016 - Kilsemmoahl,Batem
Marsupilami - Band 003 - Weiße Magie,Batem
Donald - Band 057,"Barks, Carl"
Tim und Struppi - Band 008 - Die Krabbe mit den,Hergé
Tim und Struppi - Band 004 - Der Blaue Lotus,Hergé
Tim und Struppi - Band 012 - Die sieben Kristallkugeln,Hergé
Clever & Smart - Band 002 - Wir bringen Nachschub für,"Ibez, Francisco"
Avatar - Band 001 - Der Herr der Elemente,"Yang, Gene Luen"
Die Ameise Lili - Band 002 - Auf der Suche des Blauen,Anita Studer
Avatar - Band 2,"Yang, Gene Luen"
Wir müssen reden!,"Mahler, Nicolas"
Kopf hoch! Smartphone ist heilbar,"Hilbring, Oli"
"Clever & Smart - Band 006 - Mit Herz, Schmerz und","Ibez, Francisco"
Lili la fourmi face au monstre et les prouesse des,"Studer, Anita"
Johann und Pfiffikus - Band 009 - Der Baron von,Peyo
Asterix - Band 038 - Die Tochter des Vercingetorix,"Ferri, Jean-Yves"
titeuf - Band 015 - Die kleine Poesie der Jahreszeiten,Zep
titeuf - Band 014 - Slipboy schlägt zurück!,Zep
Marsupilami - Band 018 - Baby Prinz,Batem
Spirou + Fantasio - Band 023 - Fauler Zauber in Afrika,Franquin
Spirou + Fantasio - Band 015 - Tiefenrausch,Franquin
Clever & Smart - Band 003 - Die Asphalt Safari,"Ibez, Francisco"
Die Abenteuer von Blake und Mortimer - Band 002 - Das,
Die Abenteuer von Blake und Mortimer - Band 001 - Das,"Jacobs, P. Edgar"
Die Abenteuer von Blake und Mortimer - Band 021 - Das,"Sente, Yves"
