title,author
Nordlicht - die Tote am Strand,"Hinrichs, Anette"
Das Wunder eines Augenblicks,"Sparks, Nicholas"
Bis zum letzten Tag,"Sparks, Nicholas"
Die Perlenprinzessin. Kannibalen,"Lorentz, Iny"
Die Fotografin - Band 5 - Das Ende der Stille,"Durst-Benning, Petra"
Sonntagsgeschirr,"Obendrauf, Anita"
"Eine Geschichte, die uns verbindet","Musso, Guillaume"
Flüchtiges Begehren,"Leon, Donna"
Winter eines Lebens,"Archer, Jeffrey"
Das Vermächtnis des Vaters,"Archer, Jeffrey"
Die Clifton-Saga - Spiel der Zeit,"Archer, Jeffrey"
Das Grand Hotel - Die mit dem Feuer spielen,"Benedikt, Caren"
Die Wege der Macht - Band 5,"Archer, Jeffrey"
Blutblume,"Boije af Gennäs, Louise"
Die Verlorenen,"Beckett, Simon"
Möge die Stunde kommen,"Archer, Jeffrey"
Ponyherz-Band 004-Das Pferd der Prinzessin,"Luhn, Usch"
Fräulein Gold - Band 3 - der Himmel über der Stadt,"Stern, Anne"
Diary of a Wimpy Kid,Jeff Kinney
Die wilden Küken - Band 008 - Auf der Alm,"Schmid, Thomas"
Biss zum Abendrot - Band 03,"Meyer, Stephenie"
Biss zum Morgengrauen - Band 01,"Meyer, Stephenie"
Biss zur Mittagsstunde - Band 02,"Meyer, Stephenie"
Biss zum Ende der Nacht -Band 04,"Meyer, Stephenie"
Der freie Hund,"Schorlau, Wolfgang"
Winterland (1),"Faber, Kim"
Fräulein Gold - Band 2 - Scheunenkinder,"Stern, Anne"
Villa Fortuna - Band 2 -,"Riepp, Antonia"
Die Studentin,"Gerritsen, Tess"
Die Zeit der Kirschen,"Barreau, Nicolas"
Die vier Winde,"Hannah, Kristin"
Die vier Winde,"Hannah, Kristin"
Der andere Sohn,"Mohlin, Peter"
Besuch aus ferner Zeit,"Webb, Katherine"
Der Sucher,"French, Tana"
Die Rebellin und der Dieb,"Sendker, Jan-Philipp"
Der Spezialist,"Child, Lee"
Das Bauwerk der Sehnsucht,"Bordoli, Ladina"
Das Fundament der Hoffnung,"Bordoli, Ladina"
Die Buchhändlerin,"Thorn, Ines"
Der Polizist,"Grisham, John"
Sharing – Willst du wirklich alles teilen?,"Strobel, Arno"
Nachttod,"Mo, Johanna"
Nichts bleibt begraben,"Coben, Harlan"
Die Geschichte eines neuen Namens,"Ferrante, Elena"
Lieselotte - lustige Bauernhofgeschichten zum Vorlesen,"Krämer, Fee"
Das Rösslein Hü fährt wieder in die Welt,"Caspar, Franz"
Die lustigen Abenteuer des Rösslein Hü,"Williams, Ursula Moray"
Die Olchis - oh wie schön ist Schmuddelfing,"Dietl, Erhard"
Erdbeerinchen Erdbeerfee - Ein geheimnisvolles,"Dahle, Stefanie"
LESEZUG/1. Klasse Otto Oktopus spielt Verstecken,"Byrne, Ruth Anne"
Liliane Susewind - Ein Hase fällt nicht auf die Nase,"Jablonski, Marlene"
Liliane Susewind – Ein Luchs legt los,"Stewner, Tanya"
Liliane Susewind - eine Freundin für den Fuchs,"Jablonski, Marlene"
Die drei ??? Kids - Band 89 - Im Geistergarten,"Pfeiffer, Boris"
Die drei ??? Kids - Band 88 - Schatz aus dem All,"Blanck, Ulf"
Der Geisterkickboarder - Band 010 - ... auf Siegeskurs,"Baiker, Stefan"
Pumuckl und der Kakadu,"Kaut, Ellis"
Die Tierolympiade,"Wich, Henriette"
Eine Freundin für Mia,"Fischer-Hunold, Alexandra"
Globi - Band 069 - Globi und die Bahn,
Globi - Band 065 - bei der Post,"Schmid, Heiri"
Globi - Band 051 - abenteuerliche Schweizer Reise,"Heinzer, Peter"
Ponyhof Apfelblüte (Band 18) - Große Sorge um,"Young, Pippa"
"Ponyhof Apfelblüte - 17 - Hör auf dein Herz, Lotte","Young, Pippa"
Rick Nautilus - Alarm in der Delfin-Lagune,"Blanck, Ulf"
Rick Nautilus - Geisterschiff am Meeresgrund,"Blanck, Ulf"
"Die drei ??? Kids - Bücherhelden 2. Klasse, Hunde in","Blanck, Ulf"
TKKG Junior - Die Schoko-Diebe,"Vogel, Kirsten"
Der kleine Drache Kokosnuss - und der chinesische,"Siegner, Ingo"
Das magische Baumhaus junior (Band 27) -,"Pope Osborne, Mary"
Das magische Baumhaus junior - Band 26 - König Artus,"Pope Osborne, Mary"
Das magische Baumhaus junior 25 - Bedrohung im,"Pope Osborne, Mary"
Das magische Baumhaus - Band 24 - Gorilla-Baby in Not,"Pope Osborne, Mary"
"Mariella Manusch - Achtung, hier kommt Frau Eule!","Below, Christin-Marie"
"Mirella Manusch - Hilfe, mein Kater kann sprechen!","Below, Christin-Marie"
Der letzte Feuerfalke - Band 001 - und der Stein der,"Charman, Katrina"
Der letzte Feuerfalke - Band 002 - und die Kristallhöhlen,"Charman, Katrina"
Bird girl - wie mein Glück fliegen lernte,"Stark-McGinnis, Sandy"
Underworld Chronicles - Band 1 - Verflucht,"May, Jackie"
Underworld Chronicles - Band 2 - Gejagt,"May, Jackie"
Northern Lights - Die Wölfe vom Charley River,"Ross, Christopher"
One Way Or Another,"McDowell, Kara"
Der Schwur der Göttin - Band 1 - Beyond Eternity,"Miln, Greta"
Mein unverhoffter Pferdesommer,"Teichert, Mina"
Monster,"Jünger, Brigitte"
Die beste Zeit ist am Ende der Welt,"Barnard, Sara"
Vergissmeinnicht - Was man bei Licht nicht sehen kann,"Gier, Kerstin"
Meeresglühen - Band 2 - Wiedersehen in Atlantis,"Fleck, Anna"
Emma Charming – Band 1 - nicht zaubern ist auch keine,"Birchall, Katy"
Das Universum ist verdammt groß und supermystisch,"Krusche, Lisa"
City Spies - Band 1- Gefährlicher Auftrag,"Ponti, James"
City Spies - Band 2 - Tödliche Jagd,"Ponti, James"
Fiese Witze,"Witzka, Heide"
Lucy Longfinger – Band 1 - einfach unfassbar!:,"Habschick, Anja"
Lucy Longinger - Band 2 - Explosive Entdeckung,"Habschick, Anja"
Catacombia - Band 1 - Abstieg in die Tiefe,"Ferguson, R.L."
Die drei !!! - Sonderband - Paradies in Not,"Heger, Ann-Katrin"
Die drei !!! - Band 091 - Geburtstagsdiebe,"Heger, Ann-Katrin"
Die drei !!! - Band 092 - Geheimnis am Fluss,"Vogel, Kirsten"
Die drei ??? - Im Netz der Lügen,"Erlhoff, Kari"
Die drei ??? - und der Fluch des Rubins,"Arthur, Robert"
Die drei ??? - und die flüsternde Mumie,"Arthur, Robert"
Die drei ??? - und das Gespensterschloss,"Arthur, Robert"
Die drei ??? - und der Kristallschädel,"Marx, André"
Die drei !!! - Band 088 - Die Krimi-Verschwörung,"von Vogel, Maja"
Die Geister der Pandora Pickwick,"Wolff, Christina"
Schule der Schatten - Band 1 - Die lautlosen Kämpfer,"Langer, Andreas"
Die Amazonas-Detektive - Band 1 - Verschwörung im,"Michaelis, Antonia"
Leo und Lucy - die Sache mit dem dritten L,"Elbs, Rebecca"
School of Talents - Band 2 - Zweite Stunde: Stromausfall!,"Schellhammer, Silke"
School of Talents - Band 1 - Erste Stunde: tierisch laut!,"Schellhammer, Silke"
Alea Aquarius - Band 07 - Im Bannkreis des Schwurs,"Stewner, Tanya"
Peter Hogart - Band 3 - Die Knochennadel,"Gruber, Andreas"
Peter Hogart - Band 1 - Die schwarze Dame,"Gruber, Andreas"
Ein Traum in Australien,"Haran, Elizabeth"
Kommissar Konrad - Band 3 - Tiefe Schluchten,Arnaldur Indriason
Die Tierärztin - Band 2 - Voller Hoffnung,"Lark, Sarah"
Die Tierärztin - Band 1 - Große Träume,"Lark, Sarah"
Die Perlenprinzessin. Missionare,"Lorentz, Iny"
Mein letzter Wunsch,"Sparks, Nicholas"
Das Fest der kleinen Wunder - Band 4,"Renk, Ulrike"
Frühling auf Gut Fennhusen - Band 6,"Renk, Ulrike"
Die Frau des Seidenwebers,"Renk, Ulrike"
Die Seidenmagd,"Renk, Ulrike"
Die Heilerin,"Renk, Ulrike"
Gregs Tagebuch 16 - Volltreffer!,"Kinney, Jeff"
Sturm über der Tuchvilla - Band 5,"Jacobs, Anne"
Die Engelsmühle,"Gruber, Andreas"
MS Kristiana - Eine Liebe am Ende der Welt,"Jänicke, Greta"
Der Ruf der Kalahari,"Mennen, Patricia"
Wild like a river - Band 1,"Mohn, Kira"
Todesspiel im Hafen,"Wolf, Klaus-Peter"
All This Time – Lieben heißt unendlich sein,"Daughtry, Mikki"
Fräulein Gold - Band 4 - Die Stunde der Frauen,"Stern, Anne"
Weihnachten in Gefahr,"Callsen, Henning"
Das Mädchen mit dem Drachen Bd. 3,"Colombani, Laetitia"
Bretonische Idylle,"Bannalec, Jean-Luc"
Finsterhaus,"Mo, Johanna"
Tiergeschichten,"von Vogel, Maja"
Nebelopfer,"Fölck, Romy"
Mehr als ein Leben,"Moser, Milena"
Was im Verborgenen ruht,"George, Elizabeth"
Die Kinder sind Könige,"de Vigan, Delphine"
Mörderfinder - Die Macht des Täters,"Strobel, Arno"
Zusammen ist es Freundschaft,"Bergstrand, Mikael"
Was wir verschweigen,"Tuominen, Arttu"
Die andere Schwester,"Mohlin, Peter"
Null gleich eins,"Dahl, Arne"
Das Loft,"Geschke, Linus"
The maid,"Prose, Nita"
Etzelpass,"Götschi, Silvia"
Das Lied des Waldes,"Jahn, Klara"
Eine Frage der Chemie,"Garmus, Bonnie"
Der dunkle Himmel,"Fritz, Astrid"
Die Hebamme,"Hoem, Edvard"
Eine Liebe in Kairo,"Cheheltan, Amir Hassan"
Der Gesang der Amsel,"Olsson, Linda"
Eine andere Zeit,"Bürster, Helga"
Löwenherz,"Helfer, Monika"
Die Enkelin,"Schlink, Bernhard"
Wo die Wölfe sind,"McConaghy, Charlotte"
In ewiger Freundschaft,"Neuhaus, Nele"
Die Buchhändlerin: Die Macht der Worte,"Thorn, Ines"
Doppelgott,"Burk, Walter"
"Leselöwen 1. Klasse - Achtung, Feuerwehr im Einsatz!","Neubauer, Annette"
Lesezug - Ritter Rudi,"Sklenitzka, Franz Sales"
Lesezug - Auf die Bälle! Anpfiff! Los!,"Hörndler, Hannes"
Papa Moll - Band 034 - im Garten,"Meier, Rolf"
Globi - Band 094 - und die Ozeane,"Lendenmann, Jürg"
Globi - Band 093 - neue Abenteuer bei der Post,"Lendenmann, Jürg"
Globi - Band 095 - lustige Tiergeschichten,
Minik - Band 1- Aufbruch ins weite Meer,"Michaelis, Antonia"
Die Schule der magischen Tiere - Band 12 - Voll das,"Auer, Margit"
Die 3 Fragezeichen Kids - Der Wüstengeist,"Blanck, Ulf"
PAW Patrol: Das ultimative PAW-Patrol-Vorlesebuch,
Die kleine Hexe,"Preußler, Otfried"
Der Räuber Hotzenplotz,"Preußler, Otfried"
Meja Meergrün - so ein Nixentheater!,"Lindström, Erik Ole"
Sternenschweif - 1.Klasse - Die goldenen Feder,"Chapman, Linda"
Sternenschweif - Band 69 - Das Film-Pony,"Chapman, Linda"
Sternenschweif - Band 68 - Alpaka in Not,"Chapman, Linda"
Der letzte Feuerfalke - Band 003 - und die flüsternde,"Charman, Katrina"
TKKG Junior - Der Schatz im See,"Vogel, Kirsten"
TEAM LUPE ermittelt - Band 2 - Spurensuche um,"Wich, Henriette"
Die Amazonas-Detektive - Band 2 -Tatort Naturreservat,"Michaelis, Antonia"
Die drei ??? - Denksport mit Justus Jonas,"Schiefelbein, Nina"
1000 Gefahren - Der Schulbus der 1000 Gefahren,"Lenk, Fabian"
Krieg,"Teller, Janne"
Die drei ??? - Im Wald der Gefahren,"Marx, André"
Die drei ??? - Manuskript des Satans,"Buchna, Hendrik"
Die drei ??? - und die Teufelsklippe,"Nevis, Ben"
Die drei ??? - und die Gefängnisinsel,"Boyd, Evelyn"
Die drei !!! : Band 095 : Falle im alten Kino,"von Vogel, Maja"
Die drei !!! : Band 094 : Unheimliches Meeresleuchten,"Ambach, Jule"
Die drei !!! : Band 094 : Abenteuer-Küsse,"Erlhoff, Kari"
Alex Rider - Steel claw -Band 10,"Horowitz, Anthony"
Stinknormal ist anders,"George, Nina"
Randvoll mit Glück,"Feth, Monika"
Love and Trust : Band 02: Every Thiing we Lost,"Bright, Jennifer"
Lillys magische Schuhe - Band 05 - Der funkelnde Berg,"Luhn, Usch"
"Radio Silent - Melde dich, wenn du das hörst","Ryan, Tom"
Just for Clicks,"McDowell, Kara"
Tête-à-Tête,"Walker, Martin"
Kiss the Bodyguard - Band 03 - Kiss Me Now,"Tack, Stella"
Don't leave me - Band 3,"Kiefer, Lena"
Don't hate me - Band 2,"Kiefer, Lena"
Don't love me - Band 1,"Kiefer, Lena"
Reckless - Band 1 - Steinernes Fleisch,"Funke, Cornelia"
Reckless - Band 2 -lebendige Schatten,"Funke, Cornelia"
Die drei ??? Kids - Band 33 - Nacht im Kerker,"Blanck, Ulf"
Die drei ??? Kids - Band 20 - Die Schmugglerinsel,"Blanck, Ulf"
Die drei ??? Kids - Band 19 - Spur in die Wildnis,"Blanck, Ulf"
Das magische Baumhaus - mit Anne und Philipp bei den,"Osborne, Mary Pope"
Das magische Baumhaus - and 34 - Das verwunschene,"Osborne, Mary Pope"
Das magische Baumhaus - Band 29 - Das mächtige,"Osborne, Mary Pope"
Das magische Baumhaus - Sturmflut vor Venedig - Band,"Osborne, Mary Pope"
Das magische Baumhaus - Abenteuer in der Südsee -,"Osborne, Mary Pope"
Das magische Baumhaus - Im Tal der Löwen - Band 11,"Osborne, Mary Pope"
Das magische Baumhaus - Insel der Wikinger - Band 15,"Osborne, Mary Pope"
Das magische Baumhaus - Band 17 - Im Reich des Tigers,"Osborne, Mary Pope"
Das magische Baumhaus - Auf der Fährte der Indianer -,"Osborne, Mary Pope"
DER BÜCHERBÄR - Paul und Sina retten den Reiterhof,"Bosse, Sarah"
Bildermaus-Geschichten von der kleinen Fee,"Reider, Katja"
Kleine Lesetiger-Delfingeschichten,"Rahn, Sabine"
Kleine Lesetiger-Hexengeschichten,"Schwarz, Annelies"
Beast Quest - Band 060 - Calva - das Knochenbiest,"Blade, Adam"
"Beast Quest - Band 058 - Voltrex, das zweiköpfige","Blade, Adam"
"Beast Quest - Band 059 - Tecton, der gepanzerte Gigant","Blade, Adam"
"Beast Quest - Band 057 - Lustor, der Schlund des","Blade, Adam"
"Beast Quest - Band 056 - Shamani, der","Blade, Adam"
Delfingeschichten,"Rodik, Belinda"
Die Reise mit den Zauberponys,"Hierteis, Eva"
Geheimnisvolle Zauberreisen,"Mueller, Dagmar H."
Hier kommt Ponyfee! - Das Fohlen von der Zauberinsel,"Zoschke, Barbara"
Hier kommt Ponyfee! - Der verschwundene Feenstaub,"Zoschke, Barbara"
Hier kommt Ponyfee! Die verschwundenen Tiere,"Zoschke, Barbara"
Hier kommt Ponyfee! - Mondmädchens Geheimnis,"Zoschke, Barbara"
Hier kommt Ponyfee! - Ein Prinz auf der Roseninsel,"Zoschke, Barbara"
Hier kommt Ponyfee! Das Geheimnis am Perlensee,"Zoschke, Barbara"
Hexe Lilli - und das magische Schwert,Knister
Magischer Abenteuerspaß mit Hexe Lilli,Knister
Ein verhexter Winter,"Herzog, Annette"
Tom Sawyer,"Twain, Mark"
Pippi Langstrumpf,"Lindgren, Astrid"
Neues vom Räuber Grapsch,"Pausewang, Gudrun"
Immer dieser Michel,"Lindgren, Astrid"
Warrior Cats - 1/Band 1 - In die Wildnis,"Hunter, Erin"
Warrior Cats - 2/Band 4 - Sternenglanz,"Hunter, Erin"
Warrior Cats - 2/Band 1 - Mitternacht,"Hunter, Erin"
Warrior Cats - 2/Band 2 - Mondschein,"Hunter, Erin"
Warrior Cats - 2/Band 3 - Morgenröte,"Hunter, Erin"
Warrior Cats - 2/Band 5 - Dämmerung,"Hunter, Erin"
Warrior Cats - 3/Band 1 - Der geheime Blick,"Hunter, Erin"
Warrior Cats - Special Adventure - Feuersteins Mission,"Hunter, Erin"
Pssst! Unser Geheimnis - Ich krieg die Krise - Band 24,"Brezina, Thomas"
Pssst! Unser Geheimnis - Die Lehrer- Fernbedienung -,"Brezina, Thomas"
Pssst! Unser Geheimnis - Die verknallte Mumie,"Brezina, Thomas"
Die Zeitdetektive - Kleopatrea und der Biss der Kobra,"Lenk, Fabian"
Die Zeitdetektive - Der Schwur des Samurei,"Lenk, Fabian"
Die Zeitdetektive - Der Schatz der Wikinger,"Lenk, Fabian"
"Beste Freundin, blöde Kuh!","Schröder, Patricia"
Die Pfeffermiezen und das Liebeshandy,"Schröder, Patricia"
Die Knickerbocker Bande - Der Schatz der letzten,"Brezina, Thomas"
Die Knickerbocker Bande - Die Rache der roten Mumie,"- Brezina, Thomas"
Chili und die Stadtpiraten - Dunkle Wege,"Brezina, Thomas"
No Jungs! - Zutritt nur für Hexen,"Brezina, Thomas"
Die drei ??? - der Mann ohne Kopf,"Minninger, André"
Das Lied von Eis und Feuer - Band 4 - Die Saat des,"Martin, George R. R."
Das Lied von Eis und Feuer - Band 5 - Sturm der,"Martin, George R. R."
Das Lied von Eis und Feuer - Band 3 - Der Thron der,"Martin, George R. R."
Das Lied von Eis und Feuer - Band 2 - Das Erbe von,"Martin, George R. R."
Das Lied von Eis und Feuer - Band 6 - Die Königin der,"Martin, George R. R."
Das Lied von Eis und Feuer - Band 1 - Die Herren von,"Martin, George R. R."
"No Jungs! -Zutritt nur für Hexen - Ups, ein Hexenbaby!","Brezina, Thomas"
Fabiola - Ein Hauch von Chaos,"Rosenboom, Hilke"
Die Zeitdetektive - Gefahr am Ulmer Münster,"Lenk, Fabian"
Die Zeitdetektive - Das Feuer des Druiden,"Lenk, Fabian"
Pssst! Unser Geheimnis - Traumrolle mit Traumprinz,"Brezina, Thomas"
Die drei ??? - die geheime Treppe,"Sonnleitner, Marco"
Die drei ??? - Die Stunde des Grauens,"Marx, André"
Die drei ??? - Und die feurige Flut,"Erlhoff, Kari"
Die drei ??? - Codename: Cobra,"Sonnleitner, Marco"
Die drei ??? - Band 026 - und das Aztekenschwert,"Arden, William"
No Jungs! - Der grosse Zickenzauber - Zutritt nur für,"Brezina, Thomas"
No Jungs! - Zutritt nur für Hexen - Wie hext man einen,"Brezina, Thomas"
Sternenschweif - Band 67 - Die geheimnisvolle,"Chapman, Linda"
Milde Gaben,"Leon, Donna"
Die Toten von Fleat House,"Riley, Lucinda"
Einsame Entscheidung,"Ribeiro, Gil"
Das Grand Hotel - Die der Brandung trotzen,"Benedikt, Caren"
Globi - Band 088 - und die Tiere im Zoo,
Der Unbekannte,"Brand, Christine"
Sturmrot,"Alsterdal, Tove"
Tod in der Provence,"Lagrange, Pierre"
Blutrote Provence,"Lagrange, Pierre"
Madame le Commissaire und der verschwundene,"Martin, Pierre"
Madame le Commissaire und die späte Rache,"Martin, Pierre"
"Geschichten von Wichteln, Zwergen und","Fischer, Gisela"
Das magische Baumhaus - Band 2 - Der geheimnisvolle,"Pope Osborne, Mary"
Das magische Baumhaus - Im Tal der Dinosaurier,"Pope Osborne, Mary"
Tief in den Wäldern,"Stevens, Chevy"
Faust,"Skördeman, Gustaf"
Das tiefschwarze Herz,"Galbraith, Robert"
Was im Dunkeln liegt,"Coben, Harlan"
Die Hafenärztin - Ein Leben für die Freiheit der Frauen,"Engel, Henrike"
Fliegende Ärzte - Eine mutige Frau,"Haran, Elizabeth"
Violeta,"Allende, Isabel"
Leichenschilf,"Jansson, Anna"
Lake Paradise – Ein Zuhause für das Glück,"Inusa, Manuela"
Bretonische Nächte,"Bannalec, Jean-Luc"
Die Köchin - Lebe deinen Traum,"Durst-Benning, Petra"
Die Tote im Sturm,"Ohlsson, Kristina"
Drei Tage im August,"Stern, Anne"
Der gute Samariter,"Börjlind, Cilla"
Wand des Schweigens,"Indriason, Arnaldur"
Die Rückkehr der Kraniche,"Fölck, Romy"
Schatten im Silsersee,"Neumeyer, Christine"
Stille blutet,"Poznanski, Ursula"
Der Tote aus Zimmer 12,"Horowitz, Anthony"
Erdschwarz,"Alsterdal, Tove"
Kalt und still,"Sten, Viveca"
Zwei Leben mit dir,"Miller, Holly"
Wenn Träume Wurzeln schlagen,"Parin, Julia"
Einsame Nacht,"Link, Charlotte"
Die Lichter von Barcelona,"Cervantes, Pere"
Himmelsblüte - Band 2,"Roberts, Nora"
Das Licht in den Bäumen,"Koelle, Patricia"
Im Traum bin ich bei dir,"Sparks, Nicholas"
Die Hafenärztin - Ein Leben für das Glück der Kinder (2),"Engel, Henrike"
Was auf das Ende folgt,"Whitaker, Chris"
Sein eisiges Herz,"Brown, Sandra"
Die versteckte Apotheke,"Penner, Sarah"
Schnee,Yrsa Sigurdardottir
Fake,"Strobel, Arno"
Die Glücksbringerin,"Franke, Maia"
Fräulein vom Amt – die Nachricht des Mörders,"Blum, Charlotte"
Die Botschaft der Riesenkalmare,"Genovesi, Fabio"
Emily Seymour - Totenbeschwörung für Anfänger,"Jager, Jennifer Alice"
SpooKI : Band 1 : Den Geist aufgeben gibt's nicht!,"Rahlff, Ruth"
Dark Sigils : Was die Magie verlangt,"Benning, Anna"
Alea Aquarius - Die Wellen der Zeit - Band 8,"Stewner, Tanya"
Blush,"Cadan, Amelia"
SpooKI : Band 2 : Ins Netz gegangen,"Rahlff, Ruth"
Mein Pampa Leben : Band 2 : Eine Pfütze macht noch,"Antelmann, Silke"
Mein Pampa Leben : Band 1 : Ohne dich ist alles Dorf,"Antelmann, Silke"
Die Tierärztin von Fairbanks : Band 1,"Ross, Christopher"
Wie man alles verbockt und doch gewinnt,"Knösel, Stephan"
Der Gesang der Wasserpferde,"Müller, Karin"
2 Seelen : Band 1,"Snow, Rose"
2 Seelen - Das zweite Buch der Unsterblichkeit - Band 2,"Rose Snow, Rose"
Lucy Longfinger – einfach unfassbar!: Band 3 : Tödliche,"Habschick, Anja"
Luzies verwünschtes Wunschbuch – Morgen wird alles,"Zimmermann, Irene"
Die drei ??? und der Knochenmann,"Sonnleitner, Marco"
Die drei ??? - die Yacht des Verrats,"Nevis, Ben"
Die drei !!! : Band 98 : Influencerin in Not,"Ambach, Jule"
Die Grünen Piraten : Band 11 : Wale in Not,"Poßberg, Andrea"
Die Grünen Piraten : Band 1 : Jagd auf die Müllmafia,"Poßberg, Andrea"
Die drei !!! Rätsel der alten Eiche,"Vogel, Maja von"
Wovon die Sterne träumen,"Fargetton, Manon"
Die drei ??? und die Gesetzlosen,"Erlhoff, Kari"
Die drei !!! : Band 96 : Abenteuer Afrika,"Vogel, Kirsten"
Alva und das Rätsel der flüsternden Pflanzen,"Townsend, Yarrow"
Warrior Cats : Staffel 5 : Lange Schatten,"Hunter, Erin"
Warrior Cats : Staffel 3 : Verbannt,"Hunter, Erin"
Warrior Cats : Staffel 2 : Fluss der Finsternis,"Hunter, Erin"
Warrior Cats : Band 2 : Das Schicksal des Wolkenclans,"Hunter, Erin"
Warrior Cats : Band 3 : Blausterns Prophezeiung,"Hunter, Erin"
Warrior cats : Sonnenuntergang,"Hunter, Erin"
Papa Moll - Band 035 - reist durch die Schweiz,"Lendenmann, Jürg"
Globi - Band 094 - und die Ozeane,"Lendenmann, Jürg"
Globi - Band 074 - Alpenreise,"Schmid, Heiri"
LEGO® NINJAGO® – Stunde der Wahrheit,
LEGO® NINJAGO® – Das Gewinner-Team,
SUPERLESER! Paul im Fußballcamp,"Cox, Jenny"
Ponyhof Apfelblüte - Band 20 - Paulinas geheimer,"Young, Pippa"
Bibi & Tina - Rettung bei Nacht,"Andreas, Vincent"
Bibi & Tina - Eine Freundin für Sabrina,
Die drei! !!! - Bücherhelden 2. Klasse - Diebstahl auf dem,"Scheller, Anne"
Die drei !!! - Bücherhelden - Das Rätsel der Meerjungfrau,"Ambach, Jule"
TKKG Junior - Detektive auf Tauchstation,"Schreuder, Benjamin"
TKKG Junior - Tatort Freizeitpark,"Vogel, Kirsten"
TKKG Junior - vier Pfoten in Not,"Vogel, Kirsten"
Die drei ??? Kids - Bücherhelden - Verrücktes,"Blanck, Ulf"
Die drei ??? Kids - Band 93 - Die Geistermühle,"Pfeiffer, Boris"
Die drei ??? Kids - Band 92 - Spuk im Leuchtturm,"Blanck, Ulf"
Die drei ??? Kids - Bücherhelden 2. Klasse - Tatort,"Scheller, Anne"
SUPERLESER! MARVEL Spider-Man Superhelden und,"Saunders, Catherine"
Der kleine Drache Kokosnuss - in Australien,"Siegner, Ingo"
"Beast Quest - Band 063 - Brutus, Angriff des Grauens","Blade, Adam"
"Beast Quest - Band 064 - Flamora, Glut der Zerstörung","Blade, Adam"
Percy Jacksaon - Im Bann des Zyklopen,"Riordan, Rick"
Percy Jackson - Im Bann des Zyklopen,"Riordan, Rick"
Percy Jackson - Diebe im Olymp,"Riordan, Rick"
Verheißung,"Adler-Olsen, Jussi"
Fräulein Gold - Band 5 - Die Rote Insel,"Stern, Anne"
Papa Moll - Band 030 - und der fliegende Hund,"Meier, Rolf"
Globi - Band 078 - am Flughafen,"Schmid, Heiri"
Globi - Band 088 - und die Tiere im Zoo,"Glättli, Samuel"
Globi - Band 086 - und der Goldraub,"Glättli, Samuel"
Globi - Band 061 - im Nationalpark,"Heinzer, Peter"
Globi in Ancient China Englisch,
Globi - Band 085 - und der kleine Drache,"Lendenmann, Jürg"
Bibi Blocksberg - Band 068 - und Die Piraten,"Tiehm, Ulf"
Globi - Band 052 - bei der Feuerwehr,"Heinzer, Peter"
Die Blütenmädchen (TB),"Cebeni, Valentina"
Die Frauen am Fluss,"Webb, Katherine"
Als unsere Herzen fliegen lernten,"Grey, Iona"
Wenn ich dir nahe bin,"Gilroy, Jen"
Du erinnerst mich an morgen,"Marsh, Katie"
Die Zeit der Traubenblüte,"Moran, Jan"
Das Orchideenhaus,"Riley, Lucinda"
Die Träume der Bienen,"Koelle, Patricia"
Die Zeit der Glühwürmchen,"Koelle, Patricia"
Die Tierärztin - Band 3 - Mutige Wege,"Lark, Sarah"
Der Erstgeborene (3),"Robotham, Michael"
Mein Leben in deinem,"Moyes, Jojo"
Dunkelwald,"Mo, Johanna"
Die Perlenprinzessin - Lucky Jim (4),"Lorentz, Iny"
Der Plan,"Clark, Julie"
Träume einer neuen Zeit,"Lamballe, Marie"
Die Herzchirurgin,"Jordan, Jack"
Tödliche Schuld,"French, Nicci"
Über Menschen,"Zeh, Juli"
Der Kampf um das Licht,"Wich, Henriette"
Der kleine Drache Kokosnuss - und der schwarze Ritter,"Siegner, Ingo"
Der kleine Drache Kokosnuss - besucht den,"Siegner, Ingo"
Tierfreunde halten zusammen!,"Taube, Anna"
Polizeigeschichten,"Reider, Katja"
Neues vom Räuber Hotzenplotz,"Preußler, Otfried"
Hotzenplotz 3,"Preußler, Otfried"
Das Chalet,"Ware, Ruth"
Eine Familie in Berlin - Paulas Liebe (1),"Renk, Ulrike"
Ever since - I loved you,"Kennedy, Elle"
With all my heart,"Young, Samantha"
Die Hafenärztin - Ein Leben für das Recht auf Liebe (3),"Engel, Henrike"
Die Perlenprinzessin - Schwarze Tränen,"Lorentz, Iny"
Jungs verstehen das nicht!,"Flint, Emma"
Mein Leben ist ganz großes Kino,"Flint, Emma"
SWITCH YOU. Völlig übergeschnAPPt!,"Renger, Nikolai"
Spuk auf dem Campingplatz,"Heger, Ann-Katrin"
Alpaka-Alarm,"Sol, Mira"
Detektivinnen in Gefahr,"Vogel, Kirsten"
Die Wilden Hühner auf Klassenfahrt,"Funke, Cornelia"
Die Zukunft in meiner Hand,"Simon, Andreas Z."
Die drei ??? - Erbe des Drachen,"Marx, André"
Girl on the train,"Hawkins, Paula"
Wunder,"Palacio, Raquel J."
Wie man seinen Papa aktualisiert,"Johnson, Pete"
Entführt in Zürich,"Meier, Carlo"
Der Fluch der Medusa,"Sonnleitner, Marco"
Der Puppenmacher,"Marx, André"
Das kleine Böse Buch (5),"Myst, Magnus"
Das kleine Böse Buch - Teuflisch gut!,"Myst, Magnus"
Das (kleine) Böse Buch: Deine Zeit ist gekommen,"Myst, Magnus"
