title,author
"Ponyhof Apfelblüte - 17 - Hör auf dein Herz, Lotte",Pippa Young
Sternenschweif - Das Geheimnis der Bienen,Linda Chapman
Das magische Baumhaus - Band 55 - Helden im Hurrikan,Mary Pope Osborne
Ritter werden leicht gemacht - Band 3 - Ein äußerst,Vivian French
"Ritter werden leicht gemacht - Band 4 - Punkte, Streifen",Vivian French
Ritter werden leicht gemacht -Band 5 - Kampf um die,Vivian French
Rick Nautilus - Band 1 - SOS aus der Tiefe,Ulf Blanck
Rick Nautilus - Band 2 - Gefangen auf der Eiseninsel,Ulf Blanck
Die drei !!! - Bücherhelden - Rehkitz in Gefahr,Jule Ambach
Die drei !!! - Bücherhelden - Spuk im Schloss,Jule Ambach
Die drei ??? Kids - Band - Ungeheuer in Sicht!,Ulf Blanck
Die drei ??? Kids - Bücherhelden - Der unsichtbare Dieb,Ulf Blanck
Das Bücherschloss - Band 001 - Das Geheimnis der,Barbara Rose
Die Jagd nach dem magischen Detektivkoffer - Band 3,Cally Stronk
Zuckersüße Samtpfötchen- Zauberkätzchen 16,Sue Bentley
Magische Häschen - eine zauberhafte Tanzstunde,Sue Bentley
TKKG Junior - Der verborgene Schatz,Benjamin Tannenberg
TKKG Junior - Der gepanschte Punsch,Kirsten Vogel
Globine - Band 006 - in der Stadt,Samuel Glättli
Globine - Band 003 - und das Kuhrennen,Samuel Glättli
"Lesezug - Sternchen, mein Fohlen",Barbara Schinko
LESEZUG - Tierisch viel Spaß,Karin Ammerer
Lesezug - Meine Freunde und ich,Elke Broska
Lesezug - Mutig und frech,Hertha Kratzer
Leserabe - Weltraumgeschichten,Leopé
Harry Potter - Band 03 - und der gefangene von,J. K. Rowling
Harry Potter - Band 02 - und die Kammer des Schreckens,J. K. Rowling
Harry Potter - Band 01 - und der Stein der Weisen,J. K. Rowling
Harry Potter - Band 04 - und der Feuerkelch,J. K. Rowling
Harry Potter - Band 05 - und der Orden des Phönix,J. K. Rowling
Harry Potter - Band 07 - und die Heiligtümer des Todes,J. K. Rowling
Harry Potter - Band 06 - und der Halbblutprinz,J. K. Rowling
Die Perlenprinzessin. Rivalen,Iny Lorentz
Globi - Band 092 - und Roger,Boni Koller
Star Wars - Das geheime Wissen der Jedi,Elizabeth Dowsett
Star Wars - Galaxis in Gefahr und andere spannende,Anke Wellner-Kempf
"Star wars - the clone wars, Abenteuer der Jedi",Marc Winter
Alea Aquarius - Band 05 - Die Botschaft des Regens,Tanya Stewner
Die Päpstin,Donna Woolfolk Cross
Mörderfinder - Die Spur der Mädchen,Arno Strobel
Die Gärten von Monte Spina,Henrike Scriverius
Tor zu 1000 Welten,Christian Loeffelbein
Night of Crowns : Band 2 : Kämpf um dein Herz,Stella Tack
Die verschwundene Schwester,Lucinda Riley
Die Frauen von Kopenhagen,Gertrud Tinning
Die Australierin - Band 1,Ulrike Renk
Die australischen Schwestern - Band 2,Ulrike Renk
Bis zum letzten Tag,Nicholas Sparks
Die Perlenprinzessin. Kannibalen,Iny Lorentz
Die Fotografin - Band 5 - Das Ende der Stille,Petra Durst-Benning
Sonntagsgeschirr,Anita Obendrauf
Flüchtiges Begehren,Donna Leon
Winter eines Lebens,Jeffrey Archer
Das Vermächtnis des Vaters,Jeffrey Archer
Die Clifton-Saga - Spiel der Zeit,Jeffrey Archer
Die Wege der Macht - Band 5,Jeffrey Archer
Blutblume,Louise Boije af Gennäs
Die Verlorenen,Simon Beckett
Möge die Stunde kommen,Jeffrey Archer
Ponyherz-Band 004-Das Pferd der Prinzessin,Usch Luhn
Diary of a Wimpy Kid,Jeff Kinney
Die wilden Küken - Band 008 - Auf der Alm,Thomas Schmid
Biss zum Abendrot - Band 03,Stephenie Meyer
Biss zum Morgengrauen - Band 01,Stephenie Meyer
Biss zur Mittagsstunde - Band 02,Stephenie Meyer
Biss zum Ende der Nacht -Band 04,Stephenie Meyer
Der freie Hund,Wolfgang Schorlau
Winterland (1),Kim Faber
Fräulein Gold - Band 2 - Scheunenkinder,Anne Stern
Villa Fortuna - Band 2 -,Antonia Riepp
Die Studentin,Tess Gerritsen
Die Zeit der Kirschen,Nicolas Barreau
Die vier Winde,Kristin Hannah
Die vier Winde,Kristin Hannah
Der andere Sohn,Peter Mohlin
Besuch aus ferner Zeit,Katherine Webb
Der Sucher,Tana French
Die Rebellin und der Dieb,Jan-Philipp Sendker
Der Spezialist,Lee Child
Das Bauwerk der Sehnsucht,Ladina Bordoli
Das Fundament der Hoffnung,Ladina Bordoli
Die Buchhändlerin,Ines Thorn
Der Polizist,John Grisham
Sharing – Willst du wirklich alles teilen?,Arno Strobel
Nachttod,Johanna Mo
Die Geschichte eines neuen Namens,Elena Ferrante
Lieselotte - lustige Bauernhofgeschichten zum Vorlesen,Fee Krämer
Die lustigen Abenteuer des Rösslein Hü,Ursula Moray Williams
LESEZUG/1. Klasse Otto Oktopus spielt Verstecken,Ruth Anne Byrne
Liliane Susewind - Ein Hase fällt nicht auf die Nase,Marlene Jablonski
Liliane Susewind – Ein Luchs legt los,Tanya Stewner
Liliane Susewind - eine Freundin für den Fuchs,Marlene Jablonski
Die drei ??? Kids - Band 89 - Im Geistergarten,Boris Pfeiffer
Die drei ??? Kids - Band 88 - Schatz aus dem All,Ulf Blanck
Der Geisterkickboarder - Band 010 - ... auf Siegeskurs,Stefan Baiker
Pumuckl und der Kakadu,Ellis Kaut
Die Tierolympiade,Henriette Wich
Eine Freundin für Mia,Alexandra Fischer-Hunold
Globi - Band 069 - Globi und die Bahn,
Globi - Band 065 - bei der Post,Heiri Schmid
Globi - Band 051 - abenteuerliche Schweizer Reise,Peter Heinzer
Ponyhof Apfelblüte (Band 18) - Große Sorge um,Pippa Young
"Ponyhof Apfelblüte - 17 - Hör auf dein Herz, Lotte",Pippa Young
Rick Nautilus - Alarm in der Delfin-Lagune,Ulf Blanck
Rick Nautilus - Geisterschiff am Meeresgrund,Ulf Blanck
"Die drei ??? Kids - Bücherhelden 2. Klasse, Hunde in",Ulf Blanck
TKKG Junior - Die Schoko-Diebe,Kirsten Vogel
Der kleine Drache Kokosnuss - und der chinesische,Ingo Siegner
Das magische Baumhaus junior (Band 27) -,Mary Pope Osborne
Das magische Baumhaus junior - Band 26 - König Artus,Mary Pope Osborne
Das magische Baumhaus junior 25 - Bedrohung im,Mary Pope Osborne
Das magische Baumhaus - Band 24 - Gorilla-Baby in Not,Mary Pope Osborne
"Mariella Manusch - Achtung, hier kommt Frau Eule!",Christin-Marie Below
"Mirella Manusch - Hilfe, mein Kater kann sprechen!",Christin-Marie Below
Der letzte Feuerfalke - Band 001 - und der Stein der,Katrina Charman
Der letzte Feuerfalke - Band 002 - und die Kristallhöhlen,Katrina Charman
Underworld Chronicles - Band 1 - Verflucht,Jackie May
Underworld Chronicles - Band 2 - Gejagt,Jackie May
Northern Lights - Die Wölfe vom Charley River,Christopher Ross
One Way Or Another,Kara McDowell
Der Schwur der Göttin - Band 1 - Beyond Eternity,Greta Miln
Monster,Brigitte Jünger
Meeresglühen - Band 2 - Wiedersehen in Atlantis,Anna Fleck
Emma Charming – Band 1 - nicht zaubern ist auch keine,Katy Birchall
City Spies - Band 1- Gefährlicher Auftrag,James Ponti
City Spies - Band 2 - Tödliche Jagd,James Ponti
Fiese Witze,Heide Witzka
Lucy Longfinger – Band 1 - einfach unfassbar!:,Anja Habschick
Lucy Longinger - Band 2 - Explosive Entdeckung,Anja Habschick
Catacombia - Band 1 - Abstieg in die Tiefe,R.L. Ferguson
Die drei !!! - Sonderband - Paradies in Not,Ann-Katrin Heger
Die drei !!! - Band 091 - Geburtstagsdiebe,Ann-Katrin Heger
Die drei !!! - Band 092 - Geheimnis am Fluss,Kirsten Vogel
Die drei ??? - Im Netz der Lügen,Kari Erlhoff
Die drei ??? - und der Fluch des Rubins,Robert Arthur
Die drei ??? - und die flüsternde Mumie,Robert Arthur
Die drei ??? - und das Gespensterschloss,Robert Arthur
Die drei ??? - und der Kristallschädel,André Marx
Die drei !!! - Band 088 - Die Krimi-Verschwörung,Maja von Vogel
Schule der Schatten - Band 1 - Die lautlosen Kämpfer,Andreas Langer
Die Amazonas-Detektive - Band 1 - Verschwörung im,Antonia Michaelis
Leo und Lucy - die Sache mit dem dritten L,Rebecca Elbs
School of Talents - Band 2 - Zweite Stunde: Stromausfall!,Silke Schellhammer
School of Talents - Band 1 - Erste Stunde: tierisch laut!,Silke Schellhammer
Alea Aquarius - Band 07 - Im Bannkreis des Schwurs,Tanya Stewner
Peter Hogart - Band 3 - Die Knochennadel,Andreas Gruber
Peter Hogart - Band 1 - Die schwarze Dame,Andreas Gruber
Ein Traum in Australien,Elizabeth Haran
Kommissar Konrad - Band 3 - Tiefe Schluchten,Arnaldur Indriason
Die Tierärztin - Band 2 - Voller Hoffnung,Sarah Lark
Die Tierärztin - Band 1 - Große Träume,Sarah Lark
Die Perlenprinzessin. Missionare,Iny Lorentz
Mein letzter Wunsch,Nicholas Sparks
Das Fest der kleinen Wunder - Band 4,Ulrike Renk
Frühling auf Gut Fennhusen - Band 6,Ulrike Renk
Die Frau des Seidenwebers,Ulrike Renk
Die Seidenmagd,Ulrike Renk
Die Heilerin,Ulrike Renk
Sturm über der Tuchvilla - Band 5,Anne Jacobs
Die Engelsmühle,Andreas Gruber
Der Ruf der Kalahari,Patricia Mennen
Wild like a river - Band 1,Kira Mohn
Todesspiel im Hafen,Klaus-Peter Wolf
All This Time – Lieben heißt unendlich sein,Mikki Daughtry
Weihnachten in Gefahr,Henning Callsen
Das Mädchen mit dem Drachen Bd. 3,Laetitia Colombani
Bretonische Idylle,Jean-Luc Bannalec
Finsterhaus,Johanna Mo
Tiergeschichten,Maja von Vogel
Nebelopfer,Romy Fölck
Mehr als ein Leben,Milena Moser
Was im Verborgenen ruht,Elizabeth George
Die Kinder sind Könige,Delphine de Vigan
Mörderfinder - Die Macht des Täters,Arno Strobel
Zusammen ist es Freundschaft,Mikael Bergstrand
Was wir verschweigen,Arttu Tuominen
Die andere Schwester,Peter Mohlin
Das Loft,Linus Geschke
The maid,Nita Prose
Etzelpass,Silvia Götschi
Eine Frage der Chemie,Bonnie Garmus
Der dunkle Himmel,Astrid Fritz
Die Hebamme,Edvard Hoem
Eine Liebe in Kairo,Amir Hassan Cheheltan
Der Gesang der Amsel,Linda Olsson
Eine andere Zeit,Helga Bürster
Löwenherz,Monika Helfer
Die Enkelin,Bernhard Schlink
Wo die Wölfe sind,Charlotte McConaghy
In ewiger Freundschaft,Nele Neuhaus
Die Buchhändlerin: Die Macht der Worte,Ines Thorn
Doppelgott,Walter Burk
"Leselöwen 1. Klasse - Achtung, Feuerwehr im Einsatz!",Annette Neubauer
Lesezug - Ritter Rudi,Franz Sales Sklenitzka
Lesezug - Auf die Bälle! Anpfiff! Los!,Hannes Hörndler
Papa Moll - Band 034 - im Garten,Rolf Meier
Globi - Band 094 - und die Ozeane,Jürg Lendenmann
Globi - Band 093 - neue Abenteuer bei der Post,Jürg Lendenmann
Globi - Band 095 - lustige Tiergeschichten,
Minik - Band 1- Aufbruch ins weite Meer,Antonia Michaelis
Die Schule der magischen Tiere - Band 12 - Voll das,Margit Auer
Die 3 Fragezeichen Kids - Der Wüstengeist,Ulf Blanck
PAW Patrol: Das ultimative PAW-Patrol-Vorlesebuch,
Die kleine Hexe,Otfried Preußler
Der Räuber Hotzenplotz,Otfried Preußler
Meja Meergrün - so ein Nixentheater!,Erik Ole Lindström
Sternenschweif - 1.Klasse - Die goldenen Feder,Linda Chapman
Sternenschweif - Band 69 - Das Film-Pony,Linda Chapman
Sternenschweif - Band 68 - Alpaka in Not,Linda Chapman
Der letzte Feuerfalke - Band 003 - und die flüsternde,Katrina Charman
TKKG Junior - Der Schatz im See,Kirsten Vogel
TEAM LUPE ermittelt - Band 2 - Spurensuche um,Henriette Wich
Die Amazonas-Detektive - Band 2 -Tatort Naturreservat,Antonia Michaelis
Die drei ??? - Denksport mit Justus Jonas,Nina Schiefelbein
1000 Gefahren - Der Schulbus der 1000 Gefahren,Fabian Lenk
Krieg,Janne Teller
Die drei ??? - Im Wald der Gefahren,André Marx
Die drei ??? - Manuskript des Satans,Hendrik Buchna
Die drei ??? - und die Teufelsklippe,Ben Nevis
Die drei ??? - und die Gefängnisinsel,Evelyn Boyd
Die drei !!! : Band 095 : Falle im alten Kino,Maja von Vogel
Die drei !!! : Band 094 : Unheimliches Meeresleuchten,Jule Ambach
Die drei !!! : Band 094 : Abenteuer-Küsse,Kari Erlhoff
Alex Rider - Steel claw -Band 10,Anthony Horowitz
Stinknormal ist anders,Nina George
Randvoll mit Glück,Monika Feth
Love and Trust : Band 02: Every Thiing we Lost,Jennifer Bright
Lillys magische Schuhe - Band 05 - Der funkelnde Berg,Usch Luhn
"Radio Silent - Melde dich, wenn du das hörst",Tom Ryan
Just for Clicks,Kara McDowell
Tête-à-Tête,Martin Walker
Kiss the Bodyguard - Band 03 - Kiss Me Now,Stella Tack
Don't leave me - Band 3,Lena Kiefer
Don't hate me - Band 2,Lena Kiefer
Don't love me - Band 1,Lena Kiefer
Reckless - Band 1 - Steinernes Fleisch,Cornelia Funke
Reckless - Band 2 -lebendige Schatten,Cornelia Funke
Die drei ??? Kids - Band 33 - Nacht im Kerker,Ulf Blanck
Die drei ??? Kids - Band 20 - Die Schmugglerinsel,Ulf Blanck
Die drei ??? Kids - Band 19 - Spur in die Wildnis,Ulf Blanck
Das magische Baumhaus - mit Anne und Philipp bei den,Mary Pope Osborne
Das magische Baumhaus - and 34 - Das verwunschene,Mary Pope Osborne
Das magische Baumhaus - Band 29 - Das mächtige,Mary Pope Osborne
Das magische Baumhaus - Sturmflut vor Venedig - Band,Mary Pope Osborne
Das magische Baumhaus - Abenteuer in der Südsee -,Mary Pope Osborne
Das magische Baumhaus - Im Tal der Löwen - Band 11,Mary Pope Osborne
Das magische Baumhaus - Insel der Wikinger - Band 15,Mary Pope Osborne
Das magische Baumhaus - Band 17 - Im Reich des Tigers,Mary Pope Osborne
Das magische Baumhaus - Auf der Fährte der Indianer -,Mary Pope Osborne
DER BÜCHERBÄR - Paul und Sina retten den Reiterhof,Sarah Bosse
Bildermaus-Geschichten von der kleinen Fee,Katja Reider
Kleine Lesetiger-Delfingeschichten,Sabine Rahn
Kleine Lesetiger-Hexengeschichten,Annelies Schwarz
Beast Quest - Band 060 - Calva - das Knochenbiest,Adam Blade
"Beast Quest - Band 058 - Voltrex, das zweiköpfige",Adam Blade
"Beast Quest - Band 059 - Tecton, der gepanzerte Gigant",Adam Blade
"Beast Quest - Band 057 - Lustor, der Schlund des",Adam Blade
"Beast Quest - Band 056 - Shamani, der",Adam Blade
Delfingeschichten,Belinda Rodik
Die Reise mit den Zauberponys,Eva Hierteis
Geheimnisvolle Zauberreisen,Dagmar H. Mueller
Hier kommt Ponyfee! - Das Fohlen von der Zauberinsel,Barbara Zoschke
Hier kommt Ponyfee! - Der verschwundene Feenstaub,Barbara Zoschke
Hier kommt Ponyfee! Die verschwundenen Tiere,Barbara Zoschke
Hier kommt Ponyfee! - Mondmädchens Geheimnis,Barbara Zoschke
Hier kommt Ponyfee! - Ein Prinz auf der Roseninsel,Barbara Zoschke
Hier kommt Ponyfee! Das Geheimnis am Perlensee,Barbara Zoschke
Hexe Lilli - und das magische Schwert,Knister
Magischer Abenteuerspaß mit Hexe Lilli,Knister
Ein verhexter Winter,Annette Herzog
Tom Sawyer,Mark Twain
Pippi Langstrumpf,Astrid Lindgren
Neues vom Räuber Grapsch,Gudrun Pausewang
Immer dieser Michel,Astrid Lindgren
Warrior Cats - 1/Band 1 - In die Wildnis,Erin Hunter
Warrior Cats - 2/Band 4 - Sternenglanz,Erin Hunter
Warrior Cats - 2/Band 1 - Mitternacht,Erin Hunter
Warrior Cats - 2/Band 2 - Mondschein,Erin Hunter
Warrior Cats - 2/Band 3 - Morgenröte,Erin Hunter
Warrior Cats - 2/Band 5 - Dämmerung,Erin Hunter
Warrior Cats - 3/Band 1 - Der geheime Blick,Erin Hunter
Warrior Cats - Special Adventure - Feuersteins Mission,Erin Hunter
Pssst! Unser Geheimnis - Ich krieg die Krise - Band 24,Thomas Brezina
Pssst! Unser Geheimnis - Die Lehrer- Fernbedienung -,Thomas Brezina
Pssst! Unser Geheimnis - Die verknallte Mumie,Thomas Brezina
Die Zeitdetektive - Kleopatrea und der Biss der Kobra,Fabian Lenk
Die Zeitdetektive - Der Schwur des Samurei,Fabian Lenk
"Beste Freundin, blöde Kuh!",Patricia Schröder
Die Knickerbocker Bande - Der Schatz der letzten,Thomas Brezina
Chili und die Stadtpiraten - Dunkle Wege,Thomas Brezina
No Jungs! - Zutritt nur für Hexen,Thomas Brezina
Die drei ??? - der Mann ohne Kopf,André Minninger
Das Lied von Eis und Feuer - Band 4 - Die Saat des,George R. R. Martin
Das Lied von Eis und Feuer - Band 5 - Sturm der,George R. R. Martin
Das Lied von Eis und Feuer - Band 3 - Der Thron der,George R. R. Martin
Das Lied von Eis und Feuer - Band 2 - Das Erbe von,George R. R. Martin
Das Lied von Eis und Feuer - Band 6 - Die Königin der,George R. R. Martin
Das Lied von Eis und Feuer - Band 1 - Die Herren von,George R. R. Martin
"No Jungs! -Zutritt nur für Hexen - Ups, ein Hexenbaby!",Thomas Brezina
Fabiola - Ein Hauch von Chaos,Hilke Rosenboom
Die Zeitdetektive - Gefahr am Ulmer Münster,Fabian Lenk
Die Zeitdetektive - Das Feuer des Druiden,Fabian Lenk
Pssst! Unser Geheimnis - Traumrolle mit Traumprinz,Thomas Brezina
Die drei ??? - die geheime Treppe,Marco Sonnleitner
Die drei ??? - Die Stunde des Grauens,André Marx
Die drei ??? - Und die feurige Flut,Kari Erlhoff
Die drei ??? - Codename: Cobra,Marco Sonnleitner
Die drei ??? - Band 026 - und das Aztekenschwert,William Arden
No Jungs! - Der grosse Zickenzauber - Zutritt nur für,Thomas Brezina
No Jungs! - Zutritt nur für Hexen - Wie hext man einen,Thomas Brezina
Sternenschweif - Band 67 - Die geheimnisvolle,Linda Chapman
Milde Gaben,Donna Leon
Einsame Entscheidung,Gil Ribeiro
Globi - Band 088 - und die Tiere im Zoo,
Der Unbekannte,Christine Brand
Sturmrot,Tove Alsterdal
Tod in der Provence,Pierre Lagrange
Blutrote Provence,Pierre Lagrange
Madame le Commissaire und der verschwundene,Pierre Martin
Madame le Commissaire und die späte Rache,Pierre Martin
"Geschichten von Wichteln, Zwergen und",Gisela Fischer
Das magische Baumhaus - Band 2 - Der geheimnisvolle,Mary Pope Osborne
Das magische Baumhaus - Im Tal der Dinosaurier,Mary Pope Osborne
Tief in den Wäldern,Chevy Stevens
Faust,Gustaf Skördeman
Das tiefschwarze Herz,Robert Galbraith
Was im Dunkeln liegt,Harlan Coben
Fliegende Ärzte - Eine mutige Frau,Elizabeth Haran
Violeta,Isabel Allende
Leichenschilf,Anna Jansson
Bretonische Nächte,Jean-Luc Bannalec
Die Köchin - Lebe deinen Traum,Petra Durst-Benning
Die Tote im Sturm,Kristina Ohlsson
Der gute Samariter,Cilla Börjlind
Wand des Schweigens,Arnaldur Indriason
Schatten im Silsersee,Christine Neumeyer
Stille blutet,Ursula Poznanski
Der Tote aus Zimmer 12,Anthony Horowitz
Erdschwarz,Tove Alsterdal
Kalt und still,Viveca Sten
Zwei Leben mit dir,Holly Miller
Wenn Träume Wurzeln schlagen,Julia Parin
Einsame Nacht,Charlotte Link
Die Lichter von Barcelona,Pere Cervantes
Himmelsblüte - Band 2,Nora Roberts
Das Licht in den Bäumen,Patricia Koelle
Im Traum bin ich bei dir,Nicholas Sparks
Was auf das Ende folgt,Chris Whitaker
Sein eisiges Herz,Sandra Brown
Die versteckte Apotheke,Sarah Penner
Schnee,Yrsa Sigurdardottir
Fake,Arno Strobel
Die Glücksbringerin,Maia Franke
Emily Seymour - Totenbeschwörung für Anfänger,Jennifer Alice Jager
SpooKI : Band 1 : Den Geist aufgeben gibt's nicht!,Ruth Rahlff
Alea Aquarius - Die Wellen der Zeit - Band 8,Tanya Stewner
Blush,Amelia Cadan
SpooKI : Band 2 : Ins Netz gegangen,Ruth Rahlff
Mein Pampa Leben : Band 2 : Eine Pfütze macht noch,Silke Antelmann
Mein Pampa Leben : Band 1 : Ohne dich ist alles Dorf,Silke Antelmann
Die Tierärztin von Fairbanks : Band 1,Christopher Ross
2 Seelen : Band 1,Rose Snow
2 Seelen - Das zweite Buch der Unsterblichkeit - Band 2,Rose Rose Snow
Lucy Longfinger – einfach unfassbar!: Band 3 : Tödliche,Anja Habschick
Luzies verwünschtes Wunschbuch – Morgen wird alles,Irene Zimmermann
Die drei ??? und der Knochenmann,Marco Sonnleitner
Die drei ??? - die Yacht des Verrats,Ben Nevis
Die drei !!! : Band 98 : Influencerin in Not,Jule Ambach
Die Grünen Piraten : Band 11 : Wale in Not,Andrea Poßberg
Die Grünen Piraten : Band 1 : Jagd auf die Müllmafia,Andrea Poßberg
Die drei !!! Rätsel der alten Eiche,Maja von Vogel
Wovon die Sterne träumen,Manon Fargetton
Die drei ??? und die Gesetzlosen,Kari Erlhoff
Die drei !!! : Band 96 : Abenteuer Afrika,Kirsten Vogel
Alva und das Rätsel der flüsternden Pflanzen,Yarrow Townsend
Warrior Cats : Staffel 5 : Lange Schatten,Erin Hunter
Warrior Cats : Staffel 3 : Verbannt,Erin Hunter
Warrior Cats : Staffel 2 : Fluss der Finsternis,Erin Hunter
Warrior Cats : Band 2 : Das Schicksal des Wolkenclans,Erin Hunter
Warrior Cats : Band 3 : Blausterns Prophezeiung,Erin Hunter
Warrior cats : Sonnenuntergang,Erin Hunter
Papa Moll - Band 035 - reist durch die Schweiz,Jürg Lendenmann
Globi - Band 094 - und die Ozeane,Jürg Lendenmann
Globi - Band 074 - Alpenreise,Heiri Schmid
LEGO® NINJAGO® – Stunde der Wahrheit,
LEGO® NINJAGO® – Das Gewinner-Team,
SUPERLESER! Paul im Fußballcamp,Jenny Cox
Ponyhof Apfelblüte - Band 20 - Paulinas geheimer,Pippa Young
Bibi & Tina - Rettung bei Nacht,Vincent Andreas
Bibi & Tina - Eine Freundin für Sabrina,
Die drei! !!! - Bücherhelden 2. Klasse - Diebstahl auf dem,Anne Scheller
Die drei !!! - Bücherhelden - Das Rätsel der Meerjungfrau,Jule Ambach
TKKG Junior - Detektive auf Tauchstation,Benjamin Schreuder
TKKG Junior - Tatort Freizeitpark,Kirsten Vogel
TKKG Junior - vier Pfoten in Not,Kirsten Vogel
Die drei ??? Kids - Bücherhelden - Verrücktes,Ulf Blanck
Die drei ??? Kids - Band 93 - Die Geistermühle,Boris Pfeiffer
Die drei ??? Kids - Band 92 - Spuk im Leuchtturm,Ulf Blanck
Die drei ??? Kids - Bücherhelden 2. Klasse - Tatort,Anne Scheller
SUPERLESER! MARVEL Spider-Man Superhelden und,Catherine Saunders
Der kleine Drache Kokosnuss - in Australien,Ingo Siegner
"Beast Quest - Band 063 - Brutus, Angriff des Grauens",Adam Blade
"Beast Quest - Band 064 - Flamora, Glut der Zerstörung",Adam Blade
Percy Jacksaon - Im Bann des Zyklopen,Rick Riordan
Percy Jackson - Im Bann des Zyklopen,Rick Riordan
Percy Jackson - Diebe im Olymp,Rick Riordan
Verheißung,Jussi Adler-Olsen
Fräulein Gold - Band 5 - Die Rote Insel,Anne Stern
Papa Moll - Band 030 - und der fliegende Hund,Rolf Meier
Globi - Band 078 - am Flughafen,Heiri Schmid
Globi - Band 088 - und die Tiere im Zoo,Samuel Glättli
Globi - Band 086 - und der Goldraub,Samuel Glättli
Globi - Band 061 - im Nationalpark,Peter Heinzer
Globi in Ancient China Englisch,
Globi - Band 085 - und der kleine Drache,Jürg Lendenmann
Bibi Blocksberg - Band 068 - und Die Piraten,Ulf Tiehm
Globi - Band 052 - bei der Feuerwehr,Peter Heinzer
Die Blütenmädchen (TB),Valentina Cebeni
Die Frauen am Fluss,Katherine Webb
Wenn ich dir nahe bin,Jen Gilroy
Du erinnerst mich an morgen,Katie Marsh
Die Zeit der Traubenblüte,Jan Moran
Die Träume der Bienen,Patricia Koelle
Die Zeit der Glühwürmchen,Patricia Koelle
Die Tierärztin - Band 3 - Mutige Wege,Sarah Lark
Der Erstgeborene (3),Michael Robotham
Mein Leben in deinem,Jojo Moyes
Dunkelwald,Johanna Mo
Die Perlenprinzessin - Lucky Jim (4),Iny Lorentz
Der Plan,Julie Clark
Träume einer neuen Zeit,Marie Lamballe
Die Herzchirurgin,Jack Jordan
Tödliche Schuld,Nicci French
Über Menschen,Juli Zeh
Der Kampf um das Licht,Henriette Wich
Der kleine Drache Kokosnuss - und der schwarze Ritter,Ingo Siegner
Der kleine Drache Kokosnuss - besucht den,Ingo Siegner
Tierfreunde halten zusammen!,Anna Taube
Polizeigeschichten,Katja Reider
Neues vom Räuber Hotzenplotz,Otfried Preußler
Hotzenplotz 3,Otfried Preußler
Das Chalet,Ruth Ware
Ever since - I loved you,Elle Kennedy
With all my heart,Samantha Young
Die Perlenprinzessin - Schwarze Tränen,Iny Lorentz
Mein Leben ist ganz großes Kino,Emma Flint
SWITCH YOU. Völlig übergeschnAPPt!,Nikolai Renger
Spuk auf dem Campingplatz,Ann-Katrin Heger
Alpaka-Alarm,Mira Sol
Die Wilden Hühner auf Klassenfahrt,Cornelia Funke
Die drei ??? - Erbe des Drachen,André Marx
Girl on the train,Paula Hawkins
Wunder,Raquel J. Palacio
Entführt in Zürich,Carlo Meier
Der Fluch der Medusa,Marco Sonnleitner
Der Puppenmacher,André Marx
Das kleine Böse Buch (5),Magnus Myst
Das kleine Böse Buch - Teuflisch gut!,Magnus Myst
Das (kleine) Böse Buch: Deine Zeit ist gekommen,Magnus Myst
Das (kleine) Böse Buch: Jetzt noch gefährlicher!,Magnus Myst
Das (kleine) Böse Buch,Magnus Myst
Gregs Tagebuch - Band 017 - Voll aufgedreht!,Jeff Kinney
Boy 7,Mirjam Mous
"Orte, an denen ich geweint habe (wegen dir)",Holly Bourne
Catching feelings,Kira Licht
Dunbridge Academy - Anytime - Band 003,Sarah Sprinz
The Cousins,Karen M. McManus
The sun is also a star,Nicola Yoon
Nothing more to tell,Karen M. McManus
Lost,Mindy McGinnis
Dornen der Hoffnung,Marie Graßhoff
Blühender Verrat,Marie Graßhoff
"Mein Freund, das Einhorn",Tino
Sternenschweif - Band 73 -Das Einhorn aus der Steinzeit,Linda Chapman
Sterneschweif - Band 74 - Hilfe für Flocke,Carola von Kessel
Sternenschweif - Band 75 - Das Regenbogen-Einhorn,Anne Scheller
die drei ??? Kids - Bücherhelden - Rätselhafte,Ulf Blanck
die drei ??? Kids - Bücherhelden - Die Räuberjagd,Ulf Blanck
Die drei ??? Kids - Band 94 - Falsche Vampire,Ulf Blanck
Die drei ??? Kids - Band 95 - Geheime Zeichen,Boris Pfeiffer
"Beast Quest - Band 065 - Serpio, Eis des Schreckens",Adam Blade
Ponyhof Apfelblüte - Band 21 - Doppeltes Glück für Juli,Pippa Young
Die drei !!! - Bücherhelden - Elfenzauber,Jule Ambach
Die drei !!! - Bücherhelden - Alarm in der Schule,Jule Ambach
Globi - Band 096 - bei den Yaks,Boni Koller
Globi - Band 073 - beim Roten Kreuz,Heiri Schmid
Globi - Band 047 - im Wilden Westen,Peter Heinzer
Hexe Lilli superstark,Knister
Papa Moll - Band 018 - auf Fahrradtour,
Der kleine Seehund findet einen Freund,Anna Taube
"Achtung, Feuerwehr im Einsatz!",Annette Neubauer
Tiptoi - Sicher im Straßenverkehr,Guido Wandrey
"Das Mädchen, das den Sturm ruft",Lindsay Lackey Olson
Elena - Gegen alle Hindernisse,Nele Neuhaus
Elena - Sommer der Entscheidung,Nele Neuhaus
Elena - Schatten über dem Turnier,Nele Neuhaus
Zeiten des Umbruchs,Carmen Bellmonte
Die Frauen aus der Marktgasse,Marie Lamballe
