title,author
Johann und Pfiffikus - Band 012 - Die Nacht der Zauberer,Peyo
Franka - Band 001 - Das Kriminalmuseum,Henk Kuijpers
Spirou + Fantasio - Band 022 - Im Reich der roten,Franquin
Gaston - Band 010,Franquin
Yakari - Band 007 - und der Fremde,Derib u. Job
Thorgal - Band 007 - Der Fall von Brek Zrith,Rosinski - Van Hamme
Thorgal - Band 008 - Die Macht der Träume,Rosinski - Van Hamme
yoko tsuno - Band 011 - Die Zeitspirale,Roger Leloup
Gaston - Band 011,Franquin
Boule & Bill - Band 007 - Zaungäste,Verron Roba
Wie Basel zur Schweiz kam ...,E Pini
Lucky Luke - Band 057 - Der Kaiser von Amerika,Morris
Der kleine Spirou - Band 009 - Das ist nichts für dich,Tome u. Janry
Spirou + Fantasio - Band 037 - Abenteuer in New York,Tome u. Janry
"Im Land, das die Zukunft erfand",Zumstein
Spirou + Fantasio - Band 014 - Im Banne des Z,Franquin
yoko tsuno - Band 023 - Die Pagode der Nebel,Roger Leloup
Rantanplan - Band 010 - Die Schöne und die Bestie,Morris
Yakari - Band 017 - Das Monster im See,Derib u. Job
Thorgal - Band 022 - Im Land der Riesen,Rosinski - Van Hamme
Thorgal - Band 020 - Die Verbannten,Rosinski - Van Hamme
Yakari - Band 009 - und die Elche,Derib u. Job
Yakari - Band 010 - bei den Bären,Derib u. Job
Die Abenteuer von Blake und Mortimer - Band 010 - Der,van Hamme / Benoit
Jonas Fink - Band 003 - Verdachtsmomente,Giardino
Jonas Fink - Band 002 - Lehrjahre,Giardino
Rantanplan - Band 001 - Das Maskottchen,Morris
Thorgal - Band 023 - Der Käfig,Rosinski - Van Hamme
Rantanplan - Band 009 - Die grosse Reise,Morris
Die Abenteuer von Blake und Mortimer - Band 001 - Das,Edgar P. Jacobs
Spirou + Fantasio - Band 009 - Goldminen und Gorillas,Franquin
Gaston - Band 006,Franquin
Thorgal - Band 001 - Der Sohn der Sterne,Rosinski - Van Hamme
Der kleine Spirou - Band 009 - Das ist nichts für dich,Tome u. Janry
Spirou + Fantasio - Band 030 - Der Lärmschlucker,Nic
yoko tsuno - Band 007 - Zwischen Leben und Tod,Roger Leloup
Die Abenteuer von Blake und Mortimer - Band 012 -,van Hamme / Benoit
Die Abenteuer von Blake und Mortimer - Band 006 - Die,Edgar P. Jacobs
Spirou + Fantasio - Band 039 - Das Tal der Verbannten,Tome u. Janry
yoko tsuno - Band 002 - Die Orgel des Teufels,Roger Leloup
Thorgal - Band 013 - Tödliche Sonne,Rosinski - Van Hamme
Thorgal - Band 012 - Die verbotene Stadt,Rosinski - Van Hamme
Thorgal - Band 011 - Die Augen des Tanatloc,Rosinski - Van Hamme
Franka - Band 002 - Das Meisterwerk,Henk Kuijpers
Percy Pickwick - Band 018 - Die teuflischen Zwerge,Greg
Spirou + Fantasio - Band 034 - Die Ruck-Zuck-,Tome u. Janry
Spirou + Fantasio - Band 029 - Die Büchse der Pandora,Nic
Thorgal - Band 015 - Der Ring des Phaios,Rosinski - Van Hamme
Percy Pickwick - Band 019 - Jade,Rodrigue / Groot De
"Spirou + Fantasio - Band 043 - Mafia, Mädchen und",Tome u. Janry
Franka - Band 003 - Das Geisterschiff,Henk Kuijpers
yoko tsuno - Band 005 - Flug in die Vergangenheit,Roger Leloup
Gaston - Band 015,Franquin
Spirou + Fantasio - Band 042 - Ein Dorf sieht schwarz,Tome u. Janry
Spirou + Fantasio - Band 040 - Abenteuer in Moskau,Tome u. Janry
Jonas Valentin - Band 001 - Der Traum des Wals,Frank Bom
yoko tsuno - Band 012 - Spuk in Schottland,Roger Leloup
Spirou + Fantasio - Band 000 - Am anderen Ende Angst,Franquin
Donald - Band 024,Carl Barks
Yakari - Band 026 - und Langohr,Derib u. Job
Donald - Band 012,Carl Barks
Johann und Pfiffikus - Band 005 - Der Zauber von,Peyo
Spirou + Fantasio - Band 021 - Tora Torapa,Fournier
Die Katze des Rabbiners - Band 001 - Die Bar-Mizwa,Joann Sfar
"Die Katze des Rabbiners - Band 002 - Malka, der Herr der",Joann Sfar
Die Katze des Rabbiners - Band 003 - Exodus,Joann Sfar
Lucky Luke - Band 062 - Western Circus,Morris
Yakari - Band 025 - Das Geheimnis der Felswand,Derib u. Job
Percy Pickwick - Band 012 - Der grosse Wilkinson,Turk & de Groot
yoko tsuno - Band 020 - Der Astrologe von Brügge,Roger Leloup
Franka - Band 004 - Die Rache des Frachters,Henk Kuijpers
Thorgal - Band 016 - Lupine,Rosinski - Van Hamme
Yakari - Band 015 - Der Fluss des Vergessens,Derib u. Job
Percy Pickwick - Band 014 - Die Spur der Spinne,Bédu
Spirou + Fantasio - Band 045 - Flut über Paris,Munuera Morvan
Johann und Pfiffikus - Band 001 - Die Schlümpfe und die,Peyo
Thorgal - Band 018 - Das Sonnenschwert,Rosinski - Van Hamme
yoko tsuno - Band 017 - Die Rache der Dämonen,Roger Leloup
Spirou + Fantasio - Band 017 - Schnuller und,Franquin
Lucky Luke - Band 078 - Die Reisschlacht,Morris
yoko tsuno - Band 010 - Der vergessene Planet,Roger Leloup
Thorgal - Band 006 - Jenseits der Schatten,Rosinski - Van Hamme
Thorgal - Band 024 - Arachnea,Rosinski - Van Hamme
Spirou + Fantasio - Band 016 - Qrn ruft Bretzelburg,Franquin
yoko tsuno - Band 014 - Wotans Feuer,Roger Leloup
Thorgal - Band 019 - Die unsichtbare Festung,Rosinski - Van Hamme
Asterix - Band 019 - Der Seher,Uderzo Goscinny
Boule & Bill - Band 029 - So ein Zirkus!,Verron Roba
Johann und Pfiffikus - Band 004 - Der Stein der Weisen,Peyo
"Violetta - Band 001 - Ich sehe was, was du nicht siehst",Fabrice Tarrin
Pitt Pistol - Band 001 - Der unglaubliche Korsar,Uderzo Goscinny
Percy Pickwick - Band 006 - Die Reportage,Bédu
Franka - Band 018 - Kidnap,Henk Kuijpers
Boule & Bill - Band 001,Roba
Daniel Düsentrieb - Band 002,Carl Barks
Donald - Band 037,Carl Barks
Benni Bärenstark - Band 001 - Die roten Taxis,Peyo
Percy Pickwick - Band 007 - Sieg über die Angst,Turk & de Groot
Thorgal - Band 027 - Der Barbar,Rosinski - Van Hamme
Cotton Kid - Band 001 - Im Namen von Pinkerton,Pearce
Thorgal - Band 025 - Der blaue Tod,Rosinski - Van Hamme
Gaston - Band 007,Franquin
Johann und Pfiffikus - Band 013 - Die Wüstenrose,Peyo
Boule & Bill - Band 031 - Volle Kanne,Verron Roba
Benni Bärenstark - Band 004 - Abenteuer mit Onkel,Peyo
"Pittje Pit - Band 001 - Hackepeter, der Schrecken der 7",Eddy Ryssack
Pittje Pit - Band 002 - Der Schatz der grünen Monster,Eddy Ryssack
Franka - Band 006 - Circus Santekraam,Henk Kuijpers
Asterix - Band 033 - Gallien in Gefahr,Uderzo Goscinny
Jonas Valentin - Band 002 - Die Hüter des Lichts,Frank Bom
Spirou + Fantasio - Band 028 - Die Eiszeitmaschine,Nic
Boule & Bill - Band 030 - Bills Bande,Verron Roba
Tim und Struppi - Band 020 - Die Juwelwn der Sängerin,Hergé
Cotton Kid - Band 002 - Radau am Mississippi,Pearce
Donald - Band 037,Carl Barks
Daisy Duck - Band 002,Carl Barks
Gaston - Band 002,Franquin
Daniel Düsentrieb - Band 002,Carl Barks
Donald - Band 018,Carl Barks
Boule & Bill - Band 028 - Die vier Jahreszeiten,Roba
Thorgal - Band 028 - Alte Feindin,Rosinski - Van Hamme
Die Abenteuer der Minimenschen - Band 028 - Die,Seron
Yakari - Band 029 - Der Riese erwacht,Derib u. Job
Thorgal - Band 029 - Das Opfer,Rosinski - Van Hamme
Percy Pickwick - Band 002 - Ein Ende mit Schrecken,Turk & de Groot
Cubitus - Band 019 - Debakel ohne Makel,Dupa
Gaston - Band 005,Franquin
Gaston - Band 013,Franquin
Boule & Bill - Band 002,Roba
Boule & Bill - Band 004,Roba
Boule & Bill - Band 003,Roba
Die Abenteuer der Minimenschen - Band 025 - Renauld,Seron
Violetta - Band 003 - Die Eisenkralle,Fabrice Tarrin
Franka - Band 020 - Die weisse Göttin,Henk Kuijpers
Cubitus - Band 021 - Katzenmusik,Dupa
Lucky Luke - Band 085 - Westwärts,Morris
Percy Pickwick - Band 017 - Der Kuss der Kobra,Bédu
Die Abenteuer von Blake und Mortimer - Band 009 -,Edgar P. Jacobs
Yakari - Band 005 - und der Grizzly,Derib u. Job
Yakari - Band 008 - Im Land der Wölfe,Derib u. Job
Yakari - Band 006 - Das Geheimnis des kleinen Donners,Derib u. Job
Yakari - Band 026 - Die Rache des Carcajou,Derib u. Job
"Baby Blues - Band 008 - Oje, es sieht mir ähnlich",Rick Kirkman
Baby Blues - Band 002 - Nächte des Grauens,Rick Kirkman
Herr Mäder - Band 1,Manuel Stahlberger
Asterix - Band 010 - als Legionär,Uderzo Goscinny
titeuf - Band 009 - Tanja heiratet,Zep
titeuf - Band 001 - Ganz schön spannend...,Zep
titeuf - Band 005 - Zum Totlachen,Zep
titeuf - Band 004 - Faszinierend,Zep
Franka - Band 019 - Das Schwert von Iskander,Henk Kuijpers
Franka - Band 008 - Im Reich des Donnerdrachens,Henk Kuijpers
Asterix - Band 026 - Die Odysse,Uderzo Goscinny
Asterix - Band 006 - Tour de France,Uderzo Goscinny
Baby Blues - Band 011 - Sie sind sooooo süss,Rick Kirkman
Spirou + Fantasio - Band 050 - Die dunkle Seite des Z,Yoann Vehlmann
Lucky Luke - Band 038 - Jesse James,Morris
titeuf - Band 007 - Fass mich an den Füssen,Zep
titeuf - Band 002 - Gar nicht übel...,Zep
Asterix - Band 000 - Wie Obelix als kleines Kind in den,Uderzo Goscinny
"titeuf - Band 000 - Gott, Sex und Hosenträger",Zep
Yakari - Band 003 - bei den Bibern,Derib u. Job
Yakari - Band 036 - Die Echse im Dunkeln,Derib u. Job
titeuf - Band 003 - Wie ungerecht...,Zep
titeuf - Band 006 - Das Wunder des Lebens,Zep
titeuf - Band 008 - Das Gesetz des Schulhof,Zep
Lucky Luke - Band 089 - Lucky Kid,Achdé
Gaston - Band 018,Franquin
Baby Blues - Band 012 - Die natürliche Unordnung,Rick Kirkman
Baby Blues - Band 013 - Unser Server ist down,Rick Kirkman
Percy Pickwick - Band 013 - Der falsche Lord,Turk & de Groot
Spirou + Fantasio - Band 049 - Angriff der Zyklozonks,Yoann Vehlmann
Thorgal - Band 032 - Die Schlacht von Asgard,Rosinski - Van Hamme
Thorgal - Band 033 - Schwertboot,Rosinski - Van Hamme
Disney - Der König der Löwen,Walt Disney
Disney - 101 Dalmatiner,Walt Disney
Disney - Bambi,Walt Disney
Disney - Aladdin,Walt Disney
Disney - Schneewittchen und die sieben Zwerge,Walt Disney
Disney - Susi und Strolch,Walt Disney
Disney - Cinderella,Walt Disney
Disney - Das Dschungelbuch,Walt Disney
Uli Stein - Das neue Tierleben,Uli Stein
Zits - Trau keinem über 20!,Scott Jerry / Borgman Jim
Yakari - Band 004 - und Nanaboso,Derib
titeuf - Das Buch zum Film,Zep
Asterix - Band 014 - in Spanien,Uderzo Goscinny
Asterix - Band 030 -Obelix auf Kreuzfahrt,Uderzo Goscinny
Der kleine Spirou - Band 016 - Ganz schön aufgeblasen!,Tome u. Janry
Anne Frank - Das Leben von Anne Frank - Eine grafische,Jacobson Sid / Colón Ernie
Beste Bilder 2 - Die Cartoons des Jahres,Lappan
Yakari - Band 002 - und der weisse Bison,Derib u. Job
Benni Bärenstark - Band 012 - Schokolade &,Peyo
Asterix - Band 035 - bei den Pikten,"Conrad, Didier / Ferri, Jean-Yves"
Lucky Luke - Band 035 - Sarah Bernhardt,Morris
Spirou + Fantasio - Band 051 - In den Fängen der Viper,Yoann Vehlmann
Cotton Kid - Band 006 - Der schwarze Kojote,Pearce
Der kleine Spirou - Band 014 - Geschieht Dir ganz recht!,Tome u. Janry
titeuf - Band 012 - Bis zum Wahnsinn,Zep
Spiderman - Band 001 - Die Klonsaga,DeFalco
Superman - Band 001 - Der Mann aus Stahl!,Terry Mike
Die Schlümpfe - Band 031 - in Pilulit,Peyo
Asterix - Band 003 - als Gladiator,Uderzo Goscinny
Lucky Luke - Band 091 - Ein starker Wurf,Achdé
Yakari - Band 001 - und grosser Adler,Derib u. Job
Die Schwarzen Brüder,Hannes Binder
Elender Krieg 1914 - 1919,Jacques Tardi
titeuf - Die besten Gags,Zep
Yakari - Band 038 - und der Mörder des Meeres,Derib u. Job
Lucky Luke - Band 048 - Die Verlobte von Lucky Luke,Morris
Asterix - Band 024 - bei den Belgiern,Uderzo Goscinny
Asterix - Band 027 - Der Sohn des Asterix,Uderzo Goscinny
Orphan Train - Band 001 - Jim,Philippe Charlot
Orphan Train - Band 002 - Harvey,Philippe Charlot
Thorgal - Band 034 - Kah-Aniel,Rosinski - Van Hamme
Spirou + Fantasio - Band 052 - Der Page der Sniper Alley,Yoann Vehlmann
Der kleine Spirou - Band 011 - Du wirst nie erwachsen!,Tome u. Janry
Asterix - Band 017 - Die Trabantenstadt,Uderzo Goscinny
"Lucky Luke - Band 093 - Mein Onkel, die Daltons",Achdé
Die Schlümpfe - Band 028 - Schlumpfine greift ein,Peyo
Benni Bärenstark - Band 006 - Lady Alberta,Peyo
Yakari - Band 019 - Der Feuerwall,Derib u. Job
Yakari - Band 037 - Der Sternenesser,Derib u. Job
Orphan Train - Band 003 - Lisa,Philippe Charlot
Der kleine Spirou - Band 007 - Frag doch Deinen Papa,Tome u. Janry
Spirou + Fantasio - Band 003 - reisen um die ganze Welt,Franquin
Yakari - Band 011 - bei den Schneeziegen,Derib u. Job
Die Schlümpfe - Band 011 - Die Schlumpf-Olympiade,Peyo
Benni Bärenstark - Band 003 - Bennis zwölf grosse Taten,Peyo
Benni Bärenstark - Band 014 - Auf den Spuren des,Peyo
Jommeke - Band 001 - Der Schildkrötenschatz,Jef Nys
Jommeke - Band 002 - Das Jampuddinggespenst,Jef Nys
Asterix - Band 036 - Der Papyrus des Cäsar,"Conrad, Didier / Ferri, Jean-Yves"
Lucky Luke - Band 015 - Die Postkutsche,Morris
Orphan Train - Band 004 - Joey,Philippe Charlot
titeuf - Band 008 - Das Gesetz des Schulhofs,Zep
titeuf - Band 003 - Wie ungerecht…,Zep
titeuf - Band 010 - Meine besten Kumpels,Zep
titeuf - Band 011 - Der Sinn des Lebens,Zep
Steve Jobs - Das wahnsinnig geniale Leben des iPhone-,Jessie Hartland
Marsupilami - Band 001 - Tumult in Palumbien,Franquin
Marsupilami - Band 000 - Jagd auf das Marsupilami,Batem & Greg Franquin
Asterix - Band 029 - und Maestria,Uderzo Goscinny
Yakari - Band 030 - Der Schlafwandler,Derib u. Job
Pippi Langstrumpf - Der Comic,Ingrid Vang Nyman
Donald - Band 036,Carl Barks
Die Schlümpfe - Band 024 - Schlumpfsalat,Peyo
Tim und Struppi - Band 014 - Im Reich des schwarzen,Hergé
Lucky Luke - Band 092 - Ein Menü mit blauen Bohnen,Morris
Lucky Luke - Band 094 - Martha Pfahl,Achdé
Star Wars - Band 013 - Rebellion,Colin Wilson
titeuf - Band 013 - Willkommen in der Pupertät,Zep
Lucky Luke - Band 043 - Der Kopfgeldjäger,Morris
Lucky Luke - Band 063 - Gedächnisschwund,Morris
Marsupilami - Band 004 - Biba,Batem & Colman Franquin
Spirou + Fantasio - Band SPEZ - Spirou und der Roboter -,Franquin
Ein Frühling in Tschernobyl,Emmanuel Lepage
Yakari - Band 028 - Die sprechende Eiche,Derib u. Job
Die Schlümpfe - Band 034 - und der Flaschengeist,Peyo
Die Häschenbande - Band 001 - Peppinos Geburtstag,Loïc Jouannigot
Lucky Luke - Band 081 - Die Gesetzlosen,Morris
Marsupilami - Band 006 - Red Monster,"Batem,"
Marsupilami - Band 002 - Die Robinson-Akademie,"Franquin,"
Die Schlümpfe - Band 001 - Blauschlümpfe und,Yvan Delporte
Lucky Luke - Band 095 - Das gelobte Land,Achdé
Yakari - Band 020 - Der Winterteufel,"Derib,"
Asterix - Band 037 - In Italien,Jean-Yves Ferri
Petzi - Band 009 - als Bauer,Carla Hansen
Petzi - Band 007 - am Nordpol,Carla Hansen
Jommeke - Band 004 - Die Planke von Jan Haring,Jef Nys
Jommeke - Band 003 - Kinderherrschaft,Jef Nys
Die Schlümpfe - Band 035 - und die lila Bohnen,Alain Jost
Die Schlümpfe - Band 012 - Das Schlumpfbaby,"Peyo,"
Marsupilami - Band 010 - Panda in Panik,André Franquin
Disney - Findet Dorie,Alessandro Ferrari
Percy Pickwick - Band 024 - married,"Turk,"
Jommeke - Band 013 - Die weisse Melone,Jef Nys
yoko tsuno - Band 028 - Der Tempel der Unsterblichen,Roger Leloup
Asterix - Band 002 - Und Kleopatra,René Goscinny
Asterix - Band 012 - Bei den Olympischen Spielen,René Goscinny
Marsupilami - Band 009 - Operation Attila,"Batem,"
"Clever & Smart - Band 005 - Hilfe, wir verdursten!",Francisco Ibáñez
"Clever & Smart - Band 004 - Auf in den Kampf, Torero!",Francisco Ibáñez
Lucky Luke - Band 097 - Ein Cowboy in Paris,
Asterix - Band 038 -Das Geheimnis des Zaubertranks,Olivier Gay
Marsupilami - Band 015 - Der Krater der Kakteen,André Franquin
Die Schlümpfe - Band 037 - und die Traummaschine,Alain Jost
Marsupilami - Band 016 - Kilsemmoahl,Batem
Marsupilami - Band 003 - Weiße Magie,Batem
Donald - Band 057,Carl Barks
Tim und Struppi - Band 008 - Die Krabbe mit den,Hergé
Tim und Struppi - Band 004 - Der Blaue Lotus,Hergé
Clever & Smart - Band 002 - Wir bringen Nachschub für,Francisco Ibez
Avatar - Band 001 - Der Herr der Elemente,Gene Luen Yang
Die Ameise Lili - Band 002 - Auf der Suche des Blauen,Anita Studer
Avatar - Band 2,Gene Luen Yang
Wir müssen reden!,Nicolas Mahler
"Clever & Smart - Band 006 - Mit Herz, Schmerz und",Francisco Ibez
Lili la fourmi face au monstre et les prouesse des,Anita Studer
Johann und Pfiffikus - Band 009 - Der Baron von,Peyo
Asterix - Band 038 - Die Tochter des Vercingetorix,Jean-Yves Ferri
titeuf - Band 015 - Die kleine Poesie der Jahreszeiten,Zep
titeuf - Band 014 - Slipboy schlägt zurück!,Zep
Marsupilami - Band 018 - Baby Prinz,Batem
Spirou + Fantasio - Band 023 - Fauler Zauber in Afrika,Franquin
Spirou + Fantasio - Band 015 - Tiefenrausch,Franquin
Clever & Smart - Band 003 - Die Asphalt Safari,Francisco Ibez
Die Abenteuer von Blake und Mortimer - Band 002 - Das,
Die Abenteuer von Blake und Mortimer - Band 001 - Das,P. Edgar Jacobs
Die Abenteuer von Blake und Mortimer - Band 021 - Das,Yves Sente
"Clever & Smart - Band 008 - Verdammt, wer macht die",Francisco Ibez
Marsupilami - Band 019 - Mister Xing Yun,Batem
Marsupilami - Band 020 - Die Arche Noah,Franquin
Clever & Smart - Band 009 - Fauler Zauber mit den,Francisco Ibez
Spirou + Fantasio - Band SPEZ - Spirou bei den Sowjets,Fred Neidhardt
Lucky Luke - Band 098 - Volle Fahrt voraus,Achdé
Lucky Luke - Band 100 - Die Ursprünge von Western,
Lucky Luke - Band 087 - Die Daltons und der Psycho-Doc,René Goscinny
Asterix - Band 004 - Der Kampf der Häuptlinge,Albert Uderzo
Asterix - Band 005 -Die goldene Sichel,Goscinny René
Clever & Smart - Band 007 - Immer rein in die Maschine!,Francisco Ibez
Marsupilami - Band 005 - Viva Palumbien!,Batem
Percy Jackson - Band 001 - Diebe im Olymp,Robert Venditti
Percy Jackson - Band 002 - Im Bann des Zyklopen,Robert Venditti
Lustiges Taschenbuch Spezial - Band 066 - Erstaunliche,
Lustiges Taschenbuch Spezial - Band 067 - Zeitreisen,
Krimi-Comics zum Lesen & Mitraten - Band 001,Ina Rometsch
Krimi-Comics zum Lesen & Mitraten - Band 002,
A Child First Book of Trump,
Benni Bärenstark - Band 007 - Der Fetisch,Peyo
Thorgal - Band 002 - Die Rache der Zauberin,
Marsupilami - Band 023 - Der Tempel im Urwald,Franquin
Asterix - Band 031 - Asterix und Latraviata,Uderzo Goscinny
"Clever & Smart - Band 010 - Sag mir, wo die Bilder sind",Francisco Ibez
Lucky Luke - Band 097 - Ein Cowboy in Paris,
Lucky Luke - Band 023 - Die Daltons und der Psycho-Doc,René Goscinny
Fünf Freunde - Band 001 - erforschen die Schatzinsel,Béja
Lucky Luke - Band 100 - Die Ursprünge von Western,
Benni Bärenstark - Band 006 - Lady Alberta,
STIG & TILDE - Band 003 - Der Club der Loser,Max de Radiguès
Marsupilami - Band 026 - Huba Banana,Yann
Donald - Band 056,Carl Barks
Asterix - Band 007 - und die Goten,René Goscinny
Yakari - Band 041 - der Sohn des Adlers,Derib
Petzi - Band 040 - und der Tintenfisch,Carla Hansen
STIG & TILDE - Band 001 - Die Insel der Verschollenen,Max de Radiguès
Marsupilami - Band 027 - Chaos in Jollywood,Batem
Unschlagbar - Band 001 - Gerechtigkeit und Gemüse,Pascal Jousselin
Unschlagbar - Band 003 - Der Albtraum der Ganoven,Pascal Jousselin
Hilda - und der Steinwald,Luke Pearson
Hilda - und der Troll,Luke Pearson
Benni Bärenstark - Band 002 - Frau Albertine,
Yakari - Band 042 - Thathankas Zorn,Xavier Giacometti
Spirou + Fantasio - Band 035 - Happy family,Marc Legendre
Lucky Luke - Band 023 - Den Daltons auf der Spur,René Goscinny
Asterix - Band 016 - bei den Schweizern,René Goscinny
Asterix - Band 000 - im Reich der Mitte,Olivier Gay
Benni Bärenstark - Band 002 - Frau Albertine,
Die Schlümpfe - Band 013 - Die Minischlümpfe,Peyo
Die Schlümpfe Band 002 -und das verlorene Dorf:,Peyo
Marsupilami - Band 007 - Chiquito Paradiso,Batem
Clever & Smart - Band 011 - Die Erfindungen des Dr.,Francisco Ibez
Clever & Smart - Band 012 - Eine Bombe für den Boss,Francisco Ibez
Die drei ??? Kids - Strandpiraten,Kim Schmidt
Asterix - Das Buch,René Goscinny
Krimi-Comics zum Lesen & Mitraten - Band 004,Ina Rometsch
Marsupilami - Band 032 - Manege frei!,Franquin
Clever & Smart - 016 - Das Benzin ist unser Ruin,Francisco Ibez
Benni Bärenstark - Band 013 - Bennis zwölf grosse Taten,Thierry Culliford
Benni Bärenstark - 010 - Benni macht das Rennen,
Asterix - Band 040 - Die Weisse Iris,Fabcaro
Yakari - Band 012 - und der Kojote,Derib
Die Schlümpfe - Band 004 - Das Zauberei und die,Yvan Delporte
Sam und die Geister - Band 001 - Luise,Carbone
Boule & Bill - Band 029 - So ein Zirkus,Jean Roba
Boule & Bill - Band 034 - Ein Schatz von einem Cocker,Laurent Verron
Marsupilami -Band 014 - Sternenherz,André Franquin
Lucky Luke - Band 032 - Im Schatten der Bohrtürme,Laurent Gerra
Jommeke - Band 026 - Die Plastikjäger,Jef Nys
Spirou und Fantasio- Band 048 - Zu den Ursprüngen des Z,Franquin
Spirou und Fantasio Band 031 - Das geheimnisvolle Virus,Franquin
Tim und Struppi - Band 015- Reiseziel Mond,Hergé
Disney - Die Eiskönigin - neue Abenteuer,Joe Caramagna
Disney - Encanto,Walt Disney
Dagobert - Band 087,
Donald - Band 071,Carl Barks
Benni Bärenstark - Band 014 - Auf den Spuren des,
Clever & Smart - Band 021 - Heiße Eisen - kalte Füße!,Francisco Ibez
Asterix - Band 008 - Bei den Briten,Albert Uderzo
Disney - 101 Dalmatiner,Marcel le Comte
"Luisa - Hurra, es geht zum Ponyhof! (Doch leider find ich",Janne Nilsson
"Clever & Smart - Band 023 - Einfach tierisch, dieser Job",Francisco Ibez
"Die Schlümpfe - Band 041 - Gargamel, der Freund der",Peyo
Disney - Die Eiskönigin - neue Abenteuer,Joe Caramagna
Marsupilami - Band 017 - Geheimnisvolles Palumbien,Batem
Spirou und Fantasio - Band 047 - Spirou in Tokio,Franquin
Die Abenteuer von Blake und Mortimer - Band 027 -,Yves Sente
Globine fährt ans Meer - Band 10,Samuel Glättli
Asterix - Band 009 - und die Normanen,
Asterix- Band 032 - plaudert aus der Schule,
Asterix - Band 023 -Obelix GMBH & CO.KG,
Asterix -Band 041- in Lusitanien,Fabcaro
Marsupilami - Band 033 - Die Orchidee der Chahutas,Batem
Marsupilami - Band 031 - So ein Zirkus!,Batem
Spirou und Fantasio Band 006 - Der doppelte Fantasio,Franquin
Lucky Luke - Band 070 - Am Klondike,
Gaston - tierisches Vergnügen - Best of,Franquin
Die Schlümpfe - Band 021 - Niemand schlumpft den,Philippe Delzenne
Tim und Struppi - Band 024 - und die Alpha-Kunst,Hergé
THEEB,
Der letzte Wolf,
Mani Matter Warum syt dir so truurig?,
Casper und seine Freunde,nn
Tom Hanks ist Forrest Gump,
Schindlers Liste,
West Side Story,
in 80 Tagen um die Welt,
In 80 Tagen um die Welt,
Michel muss mehr Männchen machen,
Mary Poppins,
Der Untergang,
Der Räuber Hotzenplotz,
Sinn und Sinnlichkeit,
Charlie und Luise,
Stolz und Vorurteil,
Der Soldat James Ryan,
Krieg und Frieden,
Das Geisterhaus,
Oliver Twist,
The da Vinci Code,
Vitus,
machuca,
James Bond 007 - Casino Royale,
Sieben Zwerge Der Wald ist nicht genug,
Silver linings,
Das Mädchen mit den Perlenohrenringen,
Finn und die Magie der Musik,
Buena vista social club,
Ratatouille,
Erbsen auf halb 6,Elfie Donnelly
GOODBYE BAFANDA,
DIE FAELSCHER,
TELL,
DREAMER,
Das Geheimnis des verborgenen Tempels,
Jane Eyre,
ABBITTE,
Frauenbauer,
Hochzeit mit einer Leiche,
Big Fish,
Charlie und die Schokoladenfabrik,
Drachenläufer,
MAMMA MIA,
Die drei Räuber,
Madagascar,
walk the line,
DIE ROTE ZORA,
OPERATION WALKUERE,
EIN QUANTUM TROST,
the Banishment,
MADAGASCAR 2,
GOMORRHA,
BUDDENBROKKS,
Willkommen bei den SCH'TIS,
SLUMDOG MILLIONAIRE,
ILLUMINATI,
HANGOVER,
Ice Age 3,
Harry Potter und der HALBBLUT-PRINZ,
DAS DSCHUNGELBUCH 2,
DAS DSCHUNGELBUCH,
caillou,
caillou,
DAS LEBEN IST SCHOEN La vita è bella,
DER JUNGE IM GESTREIFTEN PYJAMA,
WICKIE UND DIE STARKEN MAENNER,
DUMBO,
GELIEBTE JANE,
Zimt und Koriander,
Schneewittchen und die sieben Zwerge,
Kasper und der Drachenprinz,
Und täglich grüsst das Murmeltier,
twilight,
"""Ganggelibrogg""",
VERDAMMNIS,
VERBLENDUNG,
DAS WEISSE BAND,
TROJA,
new moon,
eclipse,
Zimmer mit Aussicht,
Kindsköpfe,
die Simpsons,
DRACHENZÄHMEN LEICHT GEMACHT,
BAMBI,
EAT PRAY LOVE,
Königin der Wüste,
Black Swan,
Das Labyrinth der Wörter,
DER GANZ GROSSE TRAUM,
Dem HIMMEL so nah,
RIO,
Hoselupf oder wie man ein Böser wird,
Die Chroniken von Narnia,
Taxi Teheran,
Wasser für die Elefanten,
LORIOT Oedipussi,
LORIOT Pappa ante portas,
Der Herr der Ringe 1,
Der Herr der Ringe 2,
Der Herr der Ringe 3,
Harry Potter und der Stein der Weisen 1,
Harry Potter und die Kammer des Schreckens 2,
Harry Potter und die Heiligtümer des Todes 6 / Teil 1,
Harry Potter und die Heiligtümer des Todes 7 / Teil2,
Rätsel in Stein / Die Sphinx,
Midnight in Paris,
Geheimakte Sakrileg Die Jagd nach den Gewürzinseln,
Männerherzen und die ganz grosse Liebe,
"Basil, der grosse Mäuse-Detektiv",
Alice im Wunderland,
Rien à déclarer,
Die Kinder vom Napf,
Mercy,
Ice Age 2,
Die Käserei in Goldingen,
Heidi,
Alvin und die Chipmunks,
the Descendants,
Der Krieg der Knöpfe,
Vergebung,
Kokowääh,
Intouchables,
Hugo Cabret,
Der Verdingbub,
once (1),
the swell season (2),
the help,
Salmon fishing in the Yemen,
Der Lorax,
Drei Männer im Schnee,
Wunder einer Winternacht,
Skyfall 007,
Madagaskar 3,
