title,author,isbn,matched_title,matched_author,source
Ronja Räubertochter,Astrid Lindgren,9783960521198,Ronja Räubertochter: Abenteuer-Klassiker über Freundschaft und die Liebe zur ... - Astrid Lindgren - Google Books,,google_search_first_result
